CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Month_with_bank,No_of_product,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio
768141558,Existing Customer,51,M,3,College,Single,40 - 60,Blue,45,4,3,3272.0,1896,4220,74,0.579
717179508,Existing Customer,33,F,0,Graduate,Single,Less than 40,Blue,26,6,1,2382.0,1565,4011,68,0.657
716520033,Existing Customer,52,M,2,Post-Graduate,Married,80 - 120,Blue,36,6,4,1981.0,1448,4639,61,0.731
783625008,Existing Customer,51,M,2,Post-Graduate,Single,120 +,Blue,45,4,2,22294.0,0,3444,71,0.0
769330908,Existing Customer,49,F,4,High School,Married,Less than 40,Blue,43,5,3,2574.0,1555,4134,62,0.604
789396783,Existing Customer,30,F,0,High School,Single,Less than 40,Blue,20,3,3,2112.0,1109,4729,78,0.525
770753733,Existing Customer,42,F,5,College,Single,Less than 40,Blue,28,4,3,3044.0,1865,4854,85,0.613
712659408,Existing Customer,57,M,1,High School,Married,40 - 60,Blue,45,3,3,2721.0,2159,4578,81,0.793
779655183,Existing Customer,48,M,4,College,Single,80 - 120,Blue,31,6,1,5033.0,0,4054,82,0.0
713345508,Existing Customer,43,F,2,High School,Single,Less than 40,Blue,36,4,3,2325.0,1662,4471,83,0.715
711379083,Existing Customer,60,F,0,Doctorate,Single,Less than 40,Blue,42,5,3,2758.0,1429,5124,74,0.518
789144633,Existing Customer,45,M,1,Graduate,Married,80 - 120,Blue,34,3,2,9705.0,850,2001,34,0.088
708393633,Existing Customer,41,F,0,High School,Married,Less than 40,Blue,31,4,2,2685.0,1647,4625,94,0.613
708657033,Existing Customer,60,F,2,College,Single,Less than 40,Blue,54,5,3,2694.0,1923,3837,71,0.714
717949008,Attrited Customer,40,F,4,High School,Single,40 - 60,Blue,29,5,2,1554.0,412,2341,43,0.265
718243533,Existing Customer,48,M,3,Post-Graduate,Divorced,60 - 80,Blue,36,3,3,2648.0,0,3880,74,0.0
779754408,Existing Customer,44,M,3,Graduate,Single,40 - 60,Blue,33,3,2,2477.0,2123,4349,69,0.857
711832533,Existing Customer,42,M,3,High School,Single,80 - 120,Silver,32,3,3,34516.0,1396,3748,62,0.04
788552658,Existing Customer,46,F,4,Uneducated,Married,Less than 40,Blue,30,3,3,2479.0,1759,4562,86,0.71
712734933,Attrited Customer,43,F,2,College,Married,Less than 40,Blue,36,5,2,4020.0,0,1952,39,0.0
711796683,Existing Customer,50,F,2,Graduate,Single,Less than 40,Blue,38,5,4,7398.0,1581,4311,73,0.214
709407933,Existing Customer,51,M,3,High School,Single,80 - 120,Silver,38,5,3,34516.0,1802,4544,80,0.052
720494058,Existing Customer,51,F,2,College,Married,Less than 40,Blue,25,4,3,3042.0,0,4781,79,0.0
717050883,Existing Customer,60,F,1,High School,Single,Less than 40,Blue,36,5,2,2688.0,1617,4183,71,0.602
715659333,Existing Customer,43,F,4,High School,Single,40 - 60,Blue,36,3,3,4902.0,2517,4508,69,0.513
720175008,Existing Customer,48,F,2,Doctorate,Married,40 - 60,Blue,34,3,1,5069.0,1843,4055,66,0.364
713334483,Attrited Customer,46,M,1,Post-Graduate,Single,60 - 80,Blue,32,5,2,8766.0,0,2263,35,0.0
708360108,Existing Customer,50,M,1,College,Single,40 - 60,Blue,41,3,1,2800.0,1338,4869,90,0.478
716631708,Existing Customer,56,M,2,High School,Married,60 - 80,Blue,36,4,3,2713.0,1990,4027,67,0.734
713025558,Attrited Customer,53,F,5,Doctorate,Single,Less than 40,Blue,38,3,2,1438.3,0,1935,47,0.0
710506683,Existing Customer,47,F,4,High School,Single,40 - 60,Blue,39,3,1,1746.0,0,4543,75,0.0
712428333,Existing Customer,49,M,3,Uneducated,Single,80 - 120,Blue,41,3,3,2930.0,1901,4041,75,0.649
718041033,Existing Customer,47,F,4,Graduate,Married,Less than 40,Blue,36,6,1,2178.0,1455,5363,76,0.668
718164858,Existing Customer,42,F,4,Post-Graduate,Married,Less than 40,Blue,34,5,3,2021.0,1281,4642,97,0.634
809565183,Attrited Customer,52,F,1,Graduate,Single,Less than 40,Blue,47,3,3,1842.0,625,2650,43,0.339
778377183,Existing Customer,49,M,3,Graduate,Single,120 +,Blue,29,5,2,18284.0,1144,4846,92,0.063
712845258,Existing Customer,41,M,2,Uneducated,Married,80 - 120,Gold,33,5,3,34516.0,1642,4161,71,0.048
787441383,Existing Customer,52,F,0,Graduate,Married,Less than 40,Blue,37,3,1,1793.0,1284,3989,62,0.716
711345258,Existing Customer,52,F,2,High School,Married,40 - 60,Blue,44,3,3,5731.0,0,4751,85,0.0
713685033,Attrited Customer,44,F,2,Graduate,Married,Less than 40,Blue,33,3,2,2417.0,0,1848,38,0.0
718205283,Existing Customer,48,F,3,College,Single,40 - 60,Blue,37,6,3,1438.3,0,5035,76,0.0
708337683,Existing Customer,51,M,2,Uneducated,Single,60 - 80,Blue,40,4,2,21800.0,893,3820,62,0.041
720941433,Attrited Customer,53,F,3,High School,Married,Less than 40,Blue,41,3,3,1547.0,0,2312,43,0.0
710201058,Existing Customer,46,F,4,Graduate,Married,Less than 40,Blue,38,3,3,1485.0,736,4198,65,0.496
785218458,Existing Customer,44,M,2,Graduate,Married,40 - 60,Blue,38,4,1,2505.0,2282,4333,77,0.911
708846183,Existing Customer,48,M,4,College,Single,60 - 80,Blue,30,4,2,3307.0,2234,4006,68,0.676
711151383,Attrited Customer,34,F,1,Post-Graduate,Single,Less than 40,Blue,26,3,2,2066.0,347,2157,37,0.168
772063308,Existing Customer,45,M,2,Graduate,Single,60 - 80,Blue,34,5,1,13362.0,0,4155,79,0.0
718574808,Existing Customer,33,F,2,Graduate,Single,Less than 40,Blue,17,4,3,2431.0,1846,4327,74,0.759
717131283,Existing Customer,43,F,4,High School,Divorced,40 - 60,Blue,34,5,1,6034.0,1579,4712,67,0.262
716831508,Existing Customer,47,F,3,High School,Single,40 - 60,Blue,34,4,1,1963.0,1524,3492,59,0.776
813234108,Existing Customer,45,F,3,Uneducated,Married,Less than 40,Blue,40,4,1,2922.0,1212,3895,70,0.415
711027183,Existing Customer,50,M,4,College,Single,40 - 60,Blue,45,4,3,6943.0,600,4946,80,0.086
718812708,Attrited Customer,57,M,2,Graduate,Single,120 +,Blue,44,5,3,34516.0,219,1882,48,0.006
711267633,Attrited Customer,50,F,3,Graduate,Divorced,Less than 40,Blue,40,5,4,4248.0,316,2271,36,0.074
719613783,Existing Customer,51,F,1,Doctorate,Married,Less than 40,Blue,42,3,2,1438.3,0,4211,64,0.0
719035758,Existing Customer,53,F,3,Uneducated,Divorced,Less than 40,Blue,43,5,1,2383.0,1516,4917,78,0.636
708473133,Existing Customer,55,F,1,Graduate,Married,Less than 40,Blue,45,4,2,1677.0,0,4588,68,0.0
720963258,Attrited Customer,52,F,3,College,Married,Less than 40,Blue,40,3,2,3474.0,0,2675,37,0.0
712676208,Existing Customer,46,F,5,High School,Single,Less than 40,Blue,36,6,3,1787.0,1324,4084,79,0.741
709005633,Attrited Customer,62,M,0,High School,Single,60 - 80,Blue,51,3,2,18734.0,0,2112,52,0.0
712102983,Existing Customer,47,F,2,College,Married,Less than 40,Blue,36,6,3,1438.3,0,3832,87,0.0
754480233,Existing Customer,50,M,2,Post-Graduate,Divorced,40 - 60,Blue,43,5,2,3525.0,0,4742,62,0.0
715537383,Existing Customer,46,M,3,College,Single,120 +,Blue,30,5,1,27378.0,1893,3934,78,0.069
709460883,Attrited Customer,38,F,2,Doctorate,Married,Less than 40,Blue,28,5,2,1614.0,0,2437,46,0.0
789325008,Existing Customer,49,M,3,College,Single,Less than 40,Blue,38,5,3,7862.0,1991,3645,82,0.253
719195733,Existing Customer,47,M,3,College,Married,60 - 80,Blue,36,5,1,4284.0,1900,4948,85,0.444
710226708,Existing Customer,55,F,2,Uneducated,Divorced,Less than 40,Blue,49,5,2,1438.3,680,4573,93,0.473
711982383,Existing Customer,62,M,1,Graduate,Single,60 - 80,Blue,49,3,3,21805.0,1777,4694,79,0.081
716345283,Existing Customer,55,M,2,Uneducated,Single,60 - 80,Blue,36,5,1,4712.0,1920,4277,66,0.407
710842308,Existing Customer,41,F,5,Uneducated,Single,40 - 60,Blue,26,4,3,2264.0,928,4150,83,0.41
793712658,Attrited Customer,52,M,3,Graduate,Married,80 - 120,Blue,46,4,2,15011.0,2517,1821,36,0.168
719659758,Existing Customer,45,F,4,High School,Married,40 - 60,Blue,35,6,1,2919.0,1670,4194,72,0.572
716483358,Existing Customer,44,M,3,Graduate,Single,40 - 60,Blue,29,5,1,6125.0,1329,5481,68,0.217
786536808,Existing Customer,51,M,2,College,Married,80 - 120,Blue,45,3,3,21543.0,0,3928,82,0.0
807369708,Existing Customer,52,M,3,College,Married,120 +,Blue,47,3,2,6355.0,0,4009,74,0.0
711397533,Existing Customer,52,F,2,High School,Married,Less than 40,Blue,41,4,2,5616.0,2410,3410,62,0.429
715233108,Existing Customer,38,M,1,College,Married,60 - 80,Blue,36,4,1,2836.0,862,4121,83,0.304
813807258,Existing Customer,50,F,2,High School,Married,40 - 60,Blue,45,6,3,1438.3,0,4670,82,0.0
718451133,Existing Customer,48,M,2,Graduate,Single,60 - 80,Blue,40,4,5,14951.0,1413,3899,68,0.095
780019908,Existing Customer,53,F,1,Graduate,Single,Less than 40,Blue,43,6,3,2172.0,644,4657,82,0.297
720302883,Existing Customer,53,F,3,Graduate,Married,Less than 40,Blue,35,4,3,3390.0,2180,4585,78,0.643
715893633,Existing Customer,47,F,4,Doctorate,Single,Less than 40,Blue,36,4,3,2193.0,1084,4755,81,0.494
720638283,Existing Customer,40,F,4,College,Single,Less than 40,Blue,20,4,3,2801.0,1731,4568,83,0.618
789053883,Existing Customer,43,M,3,Post-Graduate,Single,60 - 80,Blue,31,4,2,11186.0,2231,3692,84,0.199
719286708,Existing Customer,50,F,1,Graduate,Single,Less than 40,Blue,39,4,5,2434.0,1340,4498,76,0.551
793395933,Existing Customer,59,F,1,High School,Single,Less than 40,Blue,53,4,3,2716.0,1740,4208,69,0.641
771733608,Attrited Customer,47,F,1,Graduate,Married,40 - 60,Blue,35,3,3,1438.3,0,2276,40,0.0
710102208,Existing Customer,56,M,2,Graduate,Single,60 - 80,Blue,36,3,2,18776.0,0,4464,75,0.0
712849158,Attrited Customer,55,M,0,High School,Divorced,80 - 120,Blue,44,4,3,19793.0,2488,2186,44,0.126
783070833,Existing Customer,34,F,4,Graduate,Single,40 - 60,Blue,28,5,2,2472.0,1899,4408,86,0.768
789345408,Existing Customer,39,F,2,College,Married,40 - 60,Blue,29,5,3,1438.3,722,4983,53,0.502
720992883,Existing Customer,47,F,4,Graduate,Married,Less than 40,Blue,37,4,3,3189.0,1863,4805,76,0.584
803652633,Existing Customer,47,F,2,Uneducated,Single,Less than 40,Blue,41,4,2,2092.0,1575,5124,70,0.753
789248958,Existing Customer,37,F,2,High School,Married,40 - 60,Blue,26,3,2,2946.0,2517,5259,89,0.854
715440558,Existing Customer,50,F,1,Graduate,Married,Less than 40,Blue,36,3,1,4143.0,1888,3940,74,0.456
718311933,Attrited Customer,53,F,4,Doctorate,Married,Less than 40,Blue,37,6,2,3719.0,2517,2587,43,0.677
710015733,Attrited Customer,41,F,1,Doctorate,Divorced,Less than 40,Blue,30,3,3,2029.0,621,3142,37,0.306
794965233,Attrited Customer,51,F,1,Graduate,Married,Less than 40,Silver,45,6,3,13199.0,781,1927,44,0.059
710512833,Existing Customer,38,F,2,Graduate,Married,Less than 40,Blue,29,6,1,3304.0,1338,5178,79,0.405
710803008,Existing Customer,40,F,3,Doctorate,Married,Less than 40,Blue,30,6,3,3125.0,2041,4372,68,0.653
712987608,Existing Customer,51,F,2,Doctorate,Single,Less than 40,Blue,40,3,3,1438.3,1153,4263,84,0.802
716974383,Existing Customer,41,M,5,Graduate,Single,80 - 120,Blue,28,3,2,2491.0,1979,1911,35,0.794
720930633,Attrited Customer,58,F,0,High School,Single,Less than 40,Blue,46,5,4,1977.0,0,2341,37,0.0
710136258,Attrited Customer,33,F,2,Graduate,Single,Less than 40,Blue,24,6,2,1806.0,0,2833,43,0.0
779438208,Existing Customer,38,F,3,Graduate,Single,Less than 40,Blue,22,4,3,1938.0,1175,4606,75,0.606
721017333,Existing Customer,42,F,4,Post-Graduate,Married,Less than 40,Blue,36,4,2,3188.0,2002,4606,83,0.628
720952608,Existing Customer,44,F,2,High School,Single,Less than 40,Blue,29,6,1,2288.0,1505,4396,68,0.658
822132858,Attrited Customer,41,M,4,Uneducated,Married,80 - 120,Blue,37,1,2,23250.0,0,2205,43,0.0
713526258,Attrited Customer,47,M,3,Uneducated,Single,120 +,Blue,36,3,3,34516.0,0,2020,33,0.0
712877733,Existing Customer,48,M,5,Graduate,Married,80 - 120,Blue,42,6,3,12882.0,1402,4407,84,0.109
711824358,Existing Customer,44,F,4,College,Single,Less than 40,Blue,31,3,3,3228.0,0,4524,70,0.0
789990333,Existing Customer,43,F,4,Graduate,Single,40 - 60,Blue,35,5,2,2303.0,722,4469,80,0.314
709612983,Attrited Customer,41,F,2,Graduate,Married,40 - 60,Blue,36,5,2,2990.0,1828,2265,41,0.611
771058908,Existing Customer,55,F,3,High School,Single,40 - 60,Blue,42,3,3,2873.0,2455,4563,72,0.855
715471833,Existing Customer,50,M,0,Post-Graduate,Married,80 - 120,Blue,36,5,1,28253.0,0,4525,67,0.0
713947908,Existing Customer,33,M,2,High School,Married,80 - 120,Blue,23,6,2,1630.0,0,4426,91,0.0
716269308,Existing Customer,56,F,3,Graduate,Single,Less than 40,Blue,36,4,2,2836.0,1362,4192,90,0.48
708692583,Attrited Customer,44,F,2,High School,Single,Less than 40,Blue,31,3,3,1506.0,168,2312,44,0.112
709892658,Existing Customer,48,F,5,Graduate,Single,Less than 40,Blue,38,5,3,1605.0,1300,4495,67,0.81
713815383,Attrited Customer,53,M,1,High School,Single,80 - 120,Blue,36,3,2,11778.0,0,2147,44,0.0
710183283,Existing Customer,55,F,1,High School,Married,Less than 40,Blue,36,5,1,2747.0,0,5032,84,0.0
711937158,Existing Customer,49,M,3,College,Married,60 - 80,Blue,39,5,3,2501.0,0,4837,87,0.0
771486933,Existing Customer,64,M,1,Graduate,Single,Less than 40,Blue,52,5,3,2563.0,2242,3942,84,0.875
717450633,Attrited Customer,47,M,3,Uneducated,Single,60 - 80,Blue,36,3,2,1659.0,1544,1920,39,0.931
716403633,Existing Customer,60,F,0,College,Divorced,Less than 40,Blue,50,5,3,3426.0,1650,4467,69,0.482
717646983,Attrited Customer,59,F,1,Graduate,Single,Less than 40,Blue,49,4,3,3214.0,424,2720,53,0.132
778837083,Attrited Customer,50,M,2,Graduate,Married,80 - 120,Blue,31,3,3,12906.0,321,2078,62,0.025
708946008,Attrited Customer,46,F,3,College,Married,Less than 40,Blue,36,5,2,1438.3,1214,2445,39,0.844
715625658,Existing Customer,49,F,3,High School,Married,Less than 40,Blue,36,3,1,4476.0,1492,4603,87,0.333
708960858,Existing Customer,40,M,4,High School,Married,80 - 120,Blue,21,3,2,11502.0,2066,4786,85,0.18
814840833,Attrited Customer,44,M,4,Doctorate,Married,120 +,Blue,39,4,3,7924.0,2517,2393,37,0.318
772082208,Existing Customer,39,M,1,Graduate,Single,120 +,Blue,28,4,2,16199.0,0,4254,82,0.0
711597183,Existing Customer,43,M,2,Uneducated,Divorced,80 - 120,Blue,34,5,3,1452.0,0,4571,72,0.0
718673358,Attrited Customer,35,M,3,Doctorate,Married,80 - 120,Blue,30,5,3,13590.0,1528,2137,52,0.112
716108283,Existing Customer,53,F,4,Graduate,Married,Less than 40,Blue,46,6,3,4430.0,1579,4833,82,0.356
779360808,Existing Customer,49,F,3,Graduate,Married,Less than 40,Blue,35,3,3,2919.0,2032,4937,75,0.696
716352033,Existing Customer,49,F,2,Graduate,Married,Less than 40,Blue,39,3,3,2796.0,1035,4869,78,0.37
716643033,Attrited Customer,41,F,2,Graduate,Married,Less than 40,Blue,31,3,3,2580.0,2137,2981,40,0.828
711567333,Existing Customer,43,M,1,High School,Single,60 - 80,Blue,31,5,3,2834.0,1720,4581,70,0.607
755437533,Existing Customer,48,F,4,Graduate,Single,Less than 40,Blue,41,3,3,1522.0,1273,5005,77,0.836
771566208,Existing Customer,48,M,3,College,Married,Less than 40,Blue,36,3,1,8795.0,1318,4681,74,0.15
720725883,Existing Customer,34,F,2,College,Single,Less than 40,Blue,20,5,2,2715.0,1503,4177,68,0.554
716747283,Existing Customer,44,F,2,Uneducated,Single,Less than 40,Blue,36,5,2,2097.0,1224,5059,79,0.584
787519683,Existing Customer,41,F,2,Graduate,Single,Less than 40,Blue,30,3,2,3028.0,2270,4727,78,0.75
721044333,Existing Customer,34,F,2,College,Single,Less than 40,Blue,22,5,2,1695.0,761,4905,91,0.449
713679633,Attrited Customer,41,F,3,Graduate,Married,Less than 40,Blue,33,6,3,1438.3,0,1813,51,0.0
711126483,Existing Customer,37,F,1,Graduate,Single,Less than 40,Blue,28,4,3,1438.3,599,5136,76,0.416
715227633,Existing Customer,36,F,3,College,Single,Less than 40,Blue,36,5,2,1964.0,0,4240,60,0.0
708635058,Existing Customer,53,F,0,High School,Single,Less than 40,Blue,44,4,1,1904.0,886,4798,85,0.465
709051533,Existing Customer,46,F,1,Graduate,Married,40 - 60,Blue,26,6,3,2933.0,1569,4956,92,0.535
712361583,Existing Customer,47,M,5,Graduate,Married,80 - 120,Silver,36,3,3,34516.0,760,3756,67,0.022
708390633,Existing Customer,52,F,3,Graduate,Married,Less than 40,Blue,44,5,5,2421.0,2312,4219,69,0.955
720281508,Existing Customer,44,F,2,Doctorate,Divorced,Less than 40,Blue,34,3,1,2406.0,1491,4625,91,0.62
720885558,Existing Customer,51,F,2,High School,Single,40 - 60,Blue,37,5,1,2621.0,2426,4885,74,0.926
713282733,Existing Customer,37,F,2,Graduate,Single,40 - 60,Blue,24,4,3,3375.0,1730,4341,64,0.513
720040158,Existing Customer,47,M,3,Uneducated,Single,60 - 80,Blue,36,3,3,17656.0,0,4633,71,0.0
755996583,Attrited Customer,57,F,2,Uneducated,Single,Less than 40,Blue,50,5,0,2475.0,0,2574,43,0.0
711359058,Existing Customer,46,F,4,High School,Single,Less than 40,Blue,33,3,2,3942.0,1711,4622,71,0.434
714064908,Existing Customer,57,F,1,Graduate,Single,Less than 40,Blue,36,4,2,1771.0,1289,4813,84,0.728
765847383,Existing Customer,50,M,1,Graduate,Married,120 +,Blue,43,4,5,20958.0,0,4425,78,0.0
789531633,Existing Customer,53,F,4,Graduate,Single,Less than 40,Blue,46,4,1,4117.0,777,5218,88,0.189
820593033,Existing Customer,43,F,2,Graduate,Single,40 - 60,Silver,39,3,1,18524.0,1736,4496,64,0.094
710078358,Existing Customer,36,M,4,Post-Graduate,Married,Less than 40,Blue,26,5,1,2222.0,1291,4095,88,0.581
715025208,Existing Customer,56,F,2,College,Married,Less than 40,Blue,46,5,3,3119.0,1778,4168,63,0.57
709596783,Existing Customer,46,M,3,College,Married,40 - 60,Blue,34,5,1,1611.0,0,4444,78,0.0
715960308,Attrited Customer,53,F,1,Graduate,Divorced,Less than 40,Blue,44,3,3,4090.0,2517,2016,49,0.615
787268733,Existing Customer,52,F,1,Graduate,Married,40 - 60,Blue,46,5,1,2442.0,1507,4535,85,0.617
789923058,Attrited Customer,53,F,1,High School,Married,40 - 60,Blue,44,3,3,1816.0,0,2474,44,0.0
771079833,Existing Customer,40,F,3,High School,Single,Less than 40,Blue,27,3,3,1438.3,0,4332,78,0.0
710507733,Existing Customer,42,M,4,Graduate,Single,60 - 80,Blue,35,3,3,14958.0,1644,4038,68,0.11
711627558,Existing Customer,40,F,3,Uneducated,Single,Less than 40,Blue,30,5,1,1625.0,912,3968,73,0.561
710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than 40,Blue,36,6,3,3007.0,2517,4423,67,0.837
803657133,Existing Customer,60,M,1,Graduate,Single,40 - 60,Blue,54,6,3,1848.0,1408,4757,75,0.762
769053033,Attrited Customer,44,F,1,Graduate,Single,40 - 60,Blue,38,3,2,4142.0,2517,2104,44,0.608
713613258,Existing Customer,46,M,4,High School,Single,80 - 120,Blue,36,6,1,1438.3,0,4461,71,0.0
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than 40,Blue,39,6,2,2202.0,1414,4531,77,0.642
720782658,Existing Customer,42,M,4,Graduate,Married,60 - 80,Blue,36,4,2,3591.0,1749,5079,80,0.487
768162108,Attrited Customer,49,M,3,College,Married,120 +,Blue,43,5,3,4781.0,0,2451,50,0.0
714516033,Existing Customer,53,M,3,High School,Married,120 +,Blue,44,4,2,9025.0,1005,4412,87,0.111
788630958,Existing Customer,44,M,2,Uneducated,Single,40 - 60,Blue,28,3,1,11627.0,0,3264,67,0.0
716292033,Existing Customer,37,F,4,High School,Single,Less than 40,Blue,36,6,2,1438.3,0,4815,84,0.0
780372408,Existing Customer,43,F,5,High School,Single,Less than 40,Blue,33,6,2,4976.0,866,4317,69,0.174
823507833,Existing Customer,44,M,4,High School,Single,60 - 80,Blue,40,4,3,14370.0,945,4510,79,0.066
711111633,Existing Customer,60,M,1,High School,Single,40 - 60,Silver,49,5,2,21681.0,0,3844,75,0.0
709904508,Existing Customer,59,F,0,Post-Graduate,Single,40 - 60,Blue,40,5,3,2634.0,1644,4190,71,0.624
712022883,Existing Customer,37,F,2,High School,Single,40 - 60,Blue,27,4,1,2204.0,919,4555,82,0.417
714581358,Attrited Customer,48,F,3,Graduate,Single,Less than 40,Blue,43,3,3,1502.0,0,2204,36,0.0
825831933,Existing Customer,52,F,3,High School,Married,Less than 40,Blue,48,4,2,3136.0,1103,4528,81,0.352
720274158,Existing Customer,42,F,4,High School,Married,Less than 40,Blue,35,4,2,4478.0,1700,3879,76,0.38
794253108,Existing Customer,52,M,4,Graduate,Single,40 - 60,Blue,46,3,3,13090.0,0,3851,78,0.0
720899883,Existing Customer,44,F,1,High School,Married,40 - 60,Blue,35,6,2,6849.0,0,3770,82,0.0
714313608,Existing Customer,36,F,4,Uneducated,Married,Less than 40,Blue,36,5,3,4228.0,1886,4356,74,0.446
716602683,Existing Customer,49,F,3,Graduate,Married,40 - 60,Blue,36,3,3,5678.0,2082,5092,70,0.367
715928808,Existing Customer,42,F,2,High School,Married,Less than 40,Blue,31,3,5,3964.0,1218,4580,75,0.307
771899433,Attrited Customer,48,M,3,Graduate,Married,80 - 120,Blue,37,5,2,7970.0,2434,1263,27,0.305
709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than 40,Blue,32,3,2,1942.0,0,1853,31,0.0
721137558,Attrited Customer,40,M,4,Graduate,Divorced,40 - 60,Blue,28,1,2,5821.0,894,2011,42,0.154
822959133,Existing Customer,32,F,3,Post-Graduate,Married,40 - 60,Blue,26,4,3,3174.0,2084,4508,83,0.657
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than 40,Blue,36,4,3,1438.3,0,4302,74,0.0
713607108,Existing Customer,46,F,2,College,Divorced,Less than 40,Blue,31,6,1,1852.0,1428,4486,61,0.771
709729533,Attrited Customer,47,M,3,Uneducated,Single,40 - 60,Blue,39,4,3,1809.0,457,2169,49,0.253
717890583,Existing Customer,48,F,1,Graduate,Divorced,40 - 60,Blue,38,4,1,3503.0,1572,4671,93,0.449
718384233,Existing Customer,52,M,5,Doctorate,Single,40 - 60,Silver,39,4,2,17835.0,868,4258,58,0.049
713401758,Existing Customer,45,M,2,Uneducated,Married,120 +,Blue,36,6,2,3383.0,1458,4897,75,0.431
713556033,Existing Customer,36,F,1,Graduate,Married,Less than 40,Blue,22,5,2,1438.3,790,3959,59,0.549
719265108,Existing Customer,42,F,3,High School,Married,Less than 40,Blue,33,6,3,3815.0,1190,4430,94,0.312
778740708,Existing Customer,39,F,3,Graduate,Married,Less than 40,Blue,27,3,3,1902.0,962,4203,69,0.506
710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than 40,Blue,36,5,2,2077.0,1254,4226,75,0.604
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than 40,Blue,36,4,3,2514.0,2090,2603,53,0.831
779954658,Existing Customer,56,M,4,High School,Single,80 - 120,Blue,40,4,3,34516.0,0,4714,82,0.0
714204108,Existing Customer,45,F,5,Graduate,Single,Less than 40,Blue,38,3,3,2144.0,1492,3859,55,0.696
805546308,Existing Customer,65,F,0,High School,Single,Less than 40,Blue,56,3,3,5951.0,2517,4554,83,0.423
802878408,Existing Customer,53,F,1,Graduate,Married,40 - 60,Blue,47,6,2,2799.0,0,4116,88,0.0
794558658,Existing Customer,49,F,4,Graduate,Married,Less than 40,Blue,34,3,1,2560.0,1430,4783,86,0.559
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than 40,Blue,36,6,2,5821.0,0,4591,70,0.0
708260208,Existing Customer,43,F,5,Uneducated,Single,Less than 40,Blue,36,4,3,2057.0,1279,4321,76,0.622
713435058,Existing Customer,49,F,5,High School,Divorced,Less than 40,Blue,42,5,2,1972.0,1489,4715,66,0.755
719656533,Existing Customer,44,M,3,High School,Married,60 - 80,Blue,36,6,2,2675.0,0,4149,79,0.0
719709558,Existing Customer,48,M,3,Graduate,Married,40 - 60,Blue,33,3,1,6223.0,2126,4518,79,0.342
713105508,Existing Customer,46,M,3,High School,Single,60 - 80,Silver,29,4,3,34516.0,2040,3754,53,0.059
710719683,Existing Customer,49,F,1,High School,Divorced,40 - 60,Blue,43,3,3,3054.0,845,4460,88,0.277
817892208,Existing Customer,35,F,2,Doctorate,Single,Less than 40,Blue,30,5,1,1438.3,0,4006,72,0.0
714102183,Attrited Customer,50,M,3,Uneducated,Single,120 +,Blue,36,1,2,7970.0,2282,1872,41,0.286
719445633,Existing Customer,60,F,0,Uneducated,Married,Less than 40,Blue,36,4,2,1601.0,0,4919,69,0.0
709820658,Existing Customer,45,M,4,High School,Married,80 - 120,Blue,36,3,2,34516.0,1170,3785,64,0.034
718481283,Existing Customer,51,F,1,High School,Married,Less than 40,Blue,43,5,1,1822.0,1114,5210,73,0.611
789300408,Existing Customer,41,M,4,High School,Married,Less than 40,Blue,30,3,2,1614.0,700,4293,87,0.434
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than 40,Blue,23,4,1,2543.0,1156,3864,64,0.455
717139608,Existing Customer,50,F,2,College,Divorced,Less than 40,Blue,36,3,2,3462.0,1817,4635,65,0.525
717626508,Existing Customer,44,F,3,Graduate,Married,Less than 40,Blue,36,3,3,1699.0,0,5495,87,0.0
716216958,Existing Customer,48,M,1,Uneducated,Married,60 - 80,Blue,42,6,1,4429.0,883,4386,63,0.199
718693683,Existing Customer,65,F,0,High School,Single,40 - 60,Blue,53,4,1,2418.0,2205,3918,74,0.912
716298633,Existing Customer,56,F,1,Graduate,Single,Less than 40,Blue,47,5,2,2086.0,1792,5774,84,0.859
755661933,Attrited Customer,48,F,3,Graduate,Single,40 - 60,Blue,41,5,3,1899.0,671,2434,45,0.353
712914783,Existing Customer,43,M,5,Graduate,Single,40 - 60,Blue,31,4,1,7564.0,0,4743,82,0.0
711240108,Existing Customer,41,M,2,Graduate,Married,60 - 80,Blue,31,3,2,13116.0,1225,4800,61,0.093
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than 40,Blue,36,3,1,1438.3,606,5062,80,0.421
715636533,Existing Customer,48,F,3,High School,Married,Less than 40,Blue,36,4,1,3716.0,0,4833,73,0.0
716669658,Attrited Customer,51,F,1,High School,Single,Less than 40,Blue,33,6,3,2006.0,1608,2760,38,0.802
718212633,Existing Customer,45,F,4,High School,Married,40 - 60,Blue,36,5,2,2948.0,2232,3635,79,0.757
