CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Month_with_bank,No_of_product,Months_Inactive_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Amt,Total_Trans_Count,Avg_Utilization_Ratio,Credit Score,Outstanding Loans,Balance,PhoneService,InternetService,TechSupport,PaperlessBilling,PaymentMethod,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome,Loyalty,Financial_Status,Segment,Digital_Capability
710536983,Existing Customer,49,F,0,Post-Graduate,Married,Less than 40,Blue,36,6,3,3007.0,2517,4423,67,0.837,397.10294916434134,18337.751357008245,145661.58351249542,1,2,2,1,1,0.0,258,2,172,0,6,4,2,True
803657133,Existing Customer,60,M,1,Graduate,Single,40 - 60,Blue,54,6,3,1848.0,1408,4757,75,0.762,572.7530210878836,20638.55742910467,181356.57773202888,1,2,1,1,3,219116.65,92,5,-1,0,7,5,2,False
769053033,Attrited Customer,44,F,1,Graduate,Single,40 - 60,Blue,38,3,2,4142.0,2517,2104,44,0.608,459.28634132582454,32927.87873437096,134414.3873346668,1,1,1,0,0,561738.43,70,3,-1,0,4,4,2,True
713613258,Existing Customer,46,M,4,High School,Single,80 - 120,Blue,36,6,1,1438.3,0,4461,71,0.0,787.1864848905838,28825.22102627771,118871.76864176575,1,1,0,0,2,214361.3,194,1,-1,0,7,7,2,True
768544833,Existing Customer,45,F,4,Uneducated,Single,Less than 40,Blue,39,6,2,2202.0,1414,4531,77,0.642,416.0015545547836,42300.5880631473,262973.1116305968,1,1,0,0,0,149444.27,167,5,-1,0,7,3,2,True
720782658,Existing Customer,42,M,4,Graduate,Married,60 - 80,Blue,36,4,2,3591.0,1749,5079,80,0.487,500.52612373209456,35679.35979318447,85117.35779422276,1,0,0,0,1,392812.41,286,3,-1,0,7,4,2,True
768162108,Attrited Customer,49,M,3,College,Married,120 +,Blue,43,5,3,4781.0,0,2451,50,0.0,753.4475743477126,31736.222792200413,111741.90874169028,1,2,0,1,1,764992.11,92,3,-1,0,5,8,4,True
714516033,Existing Customer,53,M,3,High School,Married,120 +,Blue,44,4,2,9025.0,1005,4412,87,0.111,264.73801372962924,32208.714779094586,265964.42196995387,1,1,1,1,2,895347.55,558,1,-1,0,7,7,2,True
788630958,Existing Customer,44,M,2,Uneducated,Single,40 - 60,Blue,28,3,1,11627.0,0,3264,67,0.0,528.6696323963026,29098.981176350804,69791.78854153311,1,0,0,1,3,590412.05,19,1,-1,0,4,3,2,True
716292033,Existing Customer,37,F,4,High School,Single,Less than 40,Blue,36,6,2,1438.3,0,4815,84,0.0,688.759134930206,16584.8889169249,121899.61998218708,1,1,0,0,0,0.0,70,1,-1,0,8,5,3,True
780372408,Existing Customer,43,F,5,High School,Single,Less than 40,Blue,33,6,2,4976.0,866,4317,69,0.174,621.6101075864823,29035.41004944232,99148.0846311056,1,1,1,0,2,360756.25,31,1,-1,1,7,4,2,True
823507833,Existing Customer,44,M,4,High School,Single,60 - 80,Blue,40,4,3,14370.0,945,4510,79,0.066,618.6861745673826,14266.453805007724,118048.9194393336,1,1,2,1,2,622809.47,101,3,-1,0,6,6,2,True
711111633,Existing Customer,60,M,1,High School,Single,40 - 60,Silver,49,5,2,21681.0,0,3844,75,0.0,479.82575602758334,40131.73933755822,107874.87321562634,1,1,0,0,1,271415.39,119,2,-1,0,7,2,2,True
709904508,Existing Customer,59,F,0,Post-Graduate,Single,40 - 60,Blue,40,5,3,2634.0,1644,4190,71,0.624,524.6247059130447,34597.37120724714,173364.26899679416,1,1,2,0,2,0.0,176,4,-1,0,7,4,2,True
712022883,Existing Customer,37,F,2,High School,Single,40 - 60,Blue,27,4,1,2204.0,919,4555,82,0.417,681.1557264563604,25200.901677049696,37285.36047978222,1,1,0,0,3,301326.78,70,2,-1,0,6,4,2,False
714581358,Attrited Customer,48,F,3,Graduate,Single,Less than 40,Blue,43,3,3,1502.0,0,2204,36,0.0,677.7939531124325,2543.0732494978,176901.42618992436,1,1,2,1,1,43075.65,17,3,-1,0,3,7,2,True
825831933,Existing Customer,52,F,3,High School,Married,Less than 40,Blue,48,4,2,3136.0,1103,4528,81,0.352,687.846665103589,19477.93091404406,137716.8279490228,1,0,2,0,2,419765.23,93,1,-1,0,6,6,2,True
720274158,Existing Customer,42,F,4,High School,Married,Less than 40,Blue,35,4,2,4478.0,1700,3879,76,0.38,411.25124280980344,8576.867225819358,100871.63342784686,1,0,2,0,2,131639.39,124,3,-1,0,6,4,2,True
794253108,Existing Customer,52,M,4,Graduate,Single,40 - 60,Blue,46,3,3,13090.0,0,3851,78,0.0,693.6944976014013,36485.653975476394,104148.71915898244,1,1,1,0,0,0.0,402,17,147,1,6,4,2,True
720899883,Existing Customer,44,F,1,High School,Married,40 - 60,Blue,35,6,2,6849.0,0,3770,82,0.0,503.9429695751081,7627.91730708682,24212.69663899332,1,1,2,1,1,568020.11,613,3,-1,0,6,4,2,True
714313608,Existing Customer,36,F,4,Uneducated,Married,Less than 40,Blue,36,5,3,4228.0,1886,4356,74,0.446,835.7828453012382,33776.242667980376,240097.23760388247,1,0,0,1,0,252361.52,692,1,-1,0,7,7,2,True
716602683,Existing Customer,49,F,3,Graduate,Married,40 - 60,Blue,36,3,3,5678.0,2082,5092,70,0.367,789.3363146076274,35018.62150402671,191615.29368790417,1,0,1,0,0,797818.96,559,6,155,0,7,7,2,True
715928808,Existing Customer,42,F,2,High School,Married,Less than 40,Blue,31,3,5,3964.0,1218,4580,75,0.307,572.7283302521412,45365.97392204555,111157.4456071808,1,0,2,0,3,128538.09,42,2,-1,0,6,2,2,True
771899433,Attrited Customer,48,M,3,Graduate,Married,80 - 120,Blue,37,5,2,7970.0,2434,1263,27,0.305,281.4338562928661,40960.121389153035,192995.48295184763,1,0,1,1,1,23745.19,1249,1,-1,0,3,5,2,True
709711758,Attrited Customer,45,F,3,Uneducated,Divorced,Less than 40,Blue,32,3,2,1942.0,0,1853,31,0.0,484.87492000661666,23879.882215107413,60438.13485224238,0,1,0,1,1,156967.61,1030,3,-1,0,2,3,1,True
721137558,Attrited Customer,40,M,4,Graduate,Divorced,40 - 60,Blue,28,1,2,5821.0,894,2011,42,0.154,659.5646232107006,10033.408987523007,156235.4035070572,1,1,2,1,3,498595.33,98,3,-1,0,3,7,2,True
822959133,Existing Customer,32,F,3,Post-Graduate,Married,40 - 60,Blue,26,4,3,3174.0,2084,4508,83,0.657,544.1568016750447,25932.540694977462,14791.115111542356,1,0,0,1,2,155601.56,155,2,-1,1,6,2,2,True
720491958,Existing Customer,34,F,3,Uneducated,Single,Less than 40,Blue,36,4,3,1438.3,0,4302,74,0.0,698.058721920936,48064.33818616886,70275.33932842914,1,2,0,1,0,127471.32,154,3,-1,0,6,3,2,True
713607108,Existing Customer,46,F,2,College,Divorced,Less than 40,Blue,31,6,1,1852.0,1428,4486,61,0.771,624.6965520333633,28104.085059172292,-52912.63921594509,0,1,0,1,2,16744.07,105,1,-1,0,6,3,2,True
709729533,Attrited Customer,47,M,3,Uneducated,Single,40 - 60,Blue,39,4,3,1809.0,457,2169,49,0.253,686.7120035290088,29858.083070341487,151291.30383917427,1,2,0,1,1,327252.09,293,1,-1,0,4,5,2,True
717890583,Existing Customer,48,F,1,Graduate,Divorced,40 - 60,Blue,38,4,1,3503.0,1572,4671,93,0.449,803.8734111783139,43698.25777348141,10937.383292628336,1,1,0,1,2,0.0,120,3,-1,0,7,3,2,True
718384233,Existing Customer,52,M,5,Doctorate,Single,40 - 60,Silver,39,4,2,17835.0,868,4258,58,0.049,344.2284349985746,13081.378162127983,186562.21170612585,1,1,1,0,1,129101.07,86,1,-1,0,5,6,2,True
713401758,Existing Customer,45,M,2,Uneducated,Married,120 +,Blue,36,6,2,3383.0,1458,4897,75,0.431,639.5913754454871,9664.139832877894,173229.34018855484,1,0,1,1,0,307341.31,15,2,-1,0,7,10,4,True
713556033,Existing Customer,36,F,1,Graduate,Married,Less than 40,Blue,22,5,2,1438.3,790,3959,59,0.549,682.4315474165668,23689.004945880824,91075.5689704179,1,1,2,1,2,0.0,115,1,189,1,6,5,2,True
719265108,Existing Customer,42,F,3,High School,Married,Less than 40,Blue,33,6,3,3815.0,1190,4430,94,0.312,651.0076896870152,13665.949294787664,166613.70760484674,1,1,2,0,2,864.7,42,2,-1,1,8,6,3,True
778740708,Existing Customer,39,F,3,Graduate,Married,Less than 40,Blue,27,3,3,1902.0,962,4203,69,0.506,679.1936210841966,22580.75558199303,69939.67565331596,1,1,0,1,0,180576.01,80,2,-1,0,6,5,2,True
710952933,Existing Customer,43,F,1,Uneducated,Divorced,Less than 40,Blue,36,5,2,2077.0,1254,4226,75,0.604,351.3253483530988,11630.687735837164,85826.31013658916,1,2,0,0,3,221470.16,138,1,-1,0,7,4,2,False
720991833,Attrited Customer,48,F,2,Doctorate,Married,Less than 40,Blue,36,4,3,2514.0,2090,2603,53,0.831,696.3575245124949,12400.765257390334,76705.08074911361,1,0,1,1,1,39145.09,100,1,169,0,4,6,2,True
779954658,Existing Customer,56,M,4,High School,Single,80 - 120,Blue,40,4,3,34516.0,0,4714,82,0.0,289.4392185000718,30144.802571548145,197930.69647389615,1,1,2,1,1,480387.6,52,2,-1,0,6,6,2,True
714204108,Existing Customer,45,F,5,Graduate,Single,Less than 40,Blue,38,3,3,2144.0,1492,3859,55,0.696,753.6468395662791,27423.309447551328,89498.99095908931,1,2,1,0,0,350224.42,142,4,-1,0,5,5,2,True
805546308,Existing Customer,65,F,0,High School,Single,Less than 40,Blue,56,3,3,5951.0,2517,4554,83,0.423,451.55790947143095,13523.45111800404,85013.49128995801,1,0,2,1,3,0.0,1129,31,208,1,6,4,2,True
802878408,Existing Customer,53,F,1,Graduate,Married,40 - 60,Blue,47,6,2,2799.0,0,4116,88,0.0,745.3511977373005,30703.91887766597,139498.76537277325,1,2,1,0,1,331874.92,59,2,96,0,8,6,3,True
794558658,Existing Customer,49,F,4,Graduate,Married,Less than 40,Blue,34,3,1,2560.0,1430,4783,86,0.559,486.2077507468433,51565.82853139141,123310.03257200746,1,2,1,0,0,193671.72,223,2,-1,0,7,2,2,True
711634008,Existing Customer,42,F,3,Uneducated,Married,Less than 40,Blue,36,6,2,5821.0,0,4591,70,0.0,518.5215778258441,30547.553694281374,100703.19772007568,1,1,1,0,0,164583.74,428,4,175,0,7,3,2,True
708260208,Existing Customer,43,F,5,Uneducated,Single,Less than 40,Blue,36,4,3,2057.0,1279,4321,76,0.622,314.41950195425545,40737.93610809791,181140.79948434816,1,1,1,1,0,137985.64,317,1,-1,0,6,2,2,True
713435058,Existing Customer,49,F,5,High School,Divorced,Less than 40,Blue,42,5,2,1972.0,1489,4715,66,0.755,470.75442104465026,32825.11406516041,102186.73130230996,1,1,1,0,0,41911.74,257,2,-1,0,6,3,2,True
719656533,Existing Customer,44,M,3,High School,Married,60 - 80,Blue,36,6,2,2675.0,0,4149,79,0.0,592.7073499519032,22328.1811055825,122481.6204268914,0,0,1,1,1,280237.56,100,1,-1,0,7,6,2,True
719709558,Existing Customer,48,M,3,Graduate,Married,40 - 60,Blue,33,3,1,6223.0,2126,4518,79,0.342,749.0024975759044,25531.121185230975,110884.9352858918,1,0,0,0,2,328787.12,492,2,105,0,6,5,2,True
713105508,Existing Customer,46,M,3,High School,Single,60 - 80,Silver,29,4,3,34516.0,2040,3754,53,0.059,274.48210425276494,22806.663494770437,83222.00892542148,1,1,0,1,1,108728.13,178,1,-1,0,4,4,2,True
710719683,Existing Customer,49,F,1,High School,Divorced,40 - 60,Blue,43,3,3,3054.0,845,4460,88,0.277,683.7863678639894,38770.26037197158,193462.4203298955,1,0,1,0,3,574904.26,614,1,-1,0,7,5,2,False
817892208,Existing Customer,35,F,2,Doctorate,Single,Less than 40,Blue,30,5,1,1438.3,0,4006,72,0.0,854.7094474699327,24753.578450118526,97209.10217647282,1,2,2,0,3,123787.34,128,2,176,0,7,6,2,False
714102183,Attrited Customer,50,M,3,Uneducated,Single,120 +,Blue,36,1,2,7970.0,2282,1872,41,0.286,488.3145456042495,17670.535051431176,121002.670214965,1,1,0,1,1,798083.88,119,1,-1,0,3,7,2,True
719445633,Existing Customer,60,F,0,Uneducated,Married,Less than 40,Blue,36,4,2,1601.0,0,4919,69,0.0,500.2878357438875,15646.13051955022,160057.64608753903,1,2,0,0,0,241235.35,36,3,-1,0,6,5,2,True
709820658,Existing Customer,45,M,4,High School,Married,80 - 120,Blue,36,3,2,34516.0,1170,3785,64,0.034,547.4938782431987,6157.200876250259,235791.44211725687,0,1,1,0,3,65.42,311,3,-1,1,4,9,4,False
718481283,Existing Customer,51,F,1,High School,Married,Less than 40,Blue,43,5,1,1822.0,1114,5210,73,0.611,744.9654669388508,27241.73529308111,89910.49544293556,1,1,1,0,1,47538.5,312,3,-1,0,8,5,3,True
789300408,Existing Customer,41,M,4,High School,Married,Less than 40,Blue,30,3,2,1614.0,700,4293,87,0.434,952.8892804568728,32267.16022437237,11268.936166512069,0,2,0,1,2,246866.62,536,1,247,0,7,4,2,False
815088483,Existing Customer,28,F,1,Graduate,Divorced,Less than 40,Blue,23,4,1,2543.0,1156,3864,64,0.455,529.3458821567302,35397.4853688645,209442.33245778433,1,0,0,0,1,49929.71,304,3,-1,0,5,5,2,True
717139608,Existing Customer,50,F,2,College,Divorced,Less than 40,Blue,36,3,2,3462.0,1817,4635,65,0.525,692.5389510975646,41230.76187756706,3497.28400085475,1,0,1,1,3,91044.41,203,1,-1,0,5,2,2,True
717626508,Existing Customer,44,F,3,Graduate,Married,Less than 40,Blue,36,3,3,1699.0,0,5495,87,0.0,490.68581526432496,18645.028756046395,191194.69380611877,1,1,0,1,0,0.0,166,5,-1,0,8,6,3,True
716216958,Existing Customer,48,M,1,Uneducated,Married,60 - 80,Blue,42,6,1,4429.0,883,4386,63,0.199,603.9968539492414,10309.751408823166,159098.8554094297,1,1,2,1,0,444024.93,188,1,-1,1,6,8,4,True
718693683,Existing Customer,65,F,0,High School,Single,40 - 60,Blue,53,4,1,2418.0,2205,3918,74,0.912,652.3009595638864,17571.8831982478,121874.52623656428,1,1,0,1,0,455399.99,642,63,578,1,6,5,2,True
716298633,Existing Customer,56,F,1,Graduate,Single,Less than 40,Blue,47,5,2,2086.0,1792,5774,84,0.859,710.6994840531602,7468.935784003275,181340.85331525648,1,0,2,0,2,117447.89,374,4,-1,0,9,8,5,True
755661933,Attrited Customer,48,F,3,Graduate,Single,40 - 60,Blue,41,5,3,1899.0,671,2434,45,0.353,487.0792402594765,39114.10928301867,131112.5263637918,0,0,0,1,1,357333.46,127,1,369,0,5,3,2,True
712914783,Existing Customer,43,M,5,Graduate,Single,40 - 60,Blue,31,4,1,7564.0,0,4743,82,0.0,490.47301781212286,4565.632606985157,156164.06561113367,0,1,0,1,1,31146.14,899,3,-1,0,6,6,2,True
711240108,Existing Customer,41,M,2,Graduate,Married,60 - 80,Blue,31,3,2,13116.0,1225,4800,61,0.093,742.7556510192978,36765.199502626805,60710.40774735105,1,1,0,0,1,639789.38,42,2,234,0,5,5,2,True
721396758,Existing Customer,35,F,4,Doctorate,Married,Less than 40,Blue,36,3,1,1438.3,606,5062,80,0.421,539.6621509970844,9957.538803926058,188478.918536269,1,0,1,0,2,56760.45,84,12,-1,0,7,7,2,True
715636533,Existing Customer,48,F,3,High School,Married,Less than 40,Blue,36,4,1,3716.0,0,4833,73,0.0,540.2977672295086,39548.322715250375,163363.5672593664,1,0,0,1,2,0.0,231,1,-1,0,6,3,2,True
716669658,Attrited Customer,51,F,1,High School,Single,Less than 40,Blue,33,6,3,2006.0,1608,2760,38,0.802,422.0291608529326,25484.474678295643,100551.79722234631,1,0,0,0,0,43964.37,67,1,-1,0,4,2,2,True
718212633,Existing Customer,45,F,4,High School,Married,40 - 60,Blue,36,5,2,2948.0,2232,3635,79,0.757,228.1686736028812,34069.94228032619,176271.30854410556,1,0,2,1,2,383574.89,192,1,-1,0,6,3,2,True
713629533,Existing Customer,35,F,1,Uneducated,Married,Less than 40,Blue,36,3,2,1438.3,670,4321,83,0.466,710.1602610441944,43549.184591387966,48800.16422046552,1,1,2,1,3,12385.18,88,1,-1,0,6,3,2,True
771450708,Existing Customer,58,F,3,Graduate,Married,40 - 60,Blue,46,5,3,4669.0,1913,4363,73,0.41,549.1066022851023,7879.621293899363,41896.35810369208,1,0,2,1,1,129131.37,145,5,-1,0,7,4,2,True
711311883,Existing Customer,48,F,2,Graduate,Married,Less than 40,Silver,35,5,2,13994.0,0,3299,63,0.0,884.0674465222951,40995.725991632105,26797.564853052623,1,0,2,0,0,90851.98,179,1,291,0,5,3,2,True
802673508,Attrited Customer,57,M,2,Graduate,Single,120 +,Blue,51,3,5,8760.0,0,2460,39,0.0,346.4990763123138,28544.71522311227,206146.2584232088,1,0,2,1,2,115804.37,284,3,-1,0,3,7,2,True
708113208,Existing Customer,53,F,1,High School,Married,Less than 40,Blue,36,3,2,1688.0,0,4375,69,0.0,898.1601955825695,15082.316603715224,202273.03236417612,1,2,1,1,1,0.0,159,2,-1,0,6,8,4,True
720043533,Existing Customer,39,M,4,Graduate,Single,60 - 80,Blue,26,6,2,4534.0,917,4211,66,0.202,473.4270680401982,40768.23860245442,95160.66842761876,1,2,1,0,1,410104.28,147,3,-1,0,6,3,2,True
801083133,Existing Customer,57,F,4,Uneducated,Single,Less than 40,Blue,51,5,3,3545.0,1446,3691,69,0.408,474.9832520043847,22700.59831847195,153028.02546623792,0,2,0,1,3,161983.11,18,3,-1,0,6,5,2,False
716246733,Existing Customer,57,F,2,College,Single,Less than 40,Blue,49,4,2,1857.0,1528,4681,71,0.823,783.7581439140687,14798.705869391066,139843.26945239736,1,1,2,0,2,199902.01,666,1,-1,0,6,7,2,True
828285858,Existing Customer,41,F,3,College,Married,Less than 40,Blue,37,3,1,1438.3,765,4053,66,0.532,838.9860673616038,41962.393051700725,68639.56978443247,1,0,0,1,3,0.0,625,1,-1,0,5,4,2,True
718890933,Attrited Customer,45,F,4,Doctorate,Married,Less than 40,Blue,27,3,2,1438.3,0,2429,38,0.0,675.2223016141775,43233.87455539312,76155.69707724437,0,2,0,1,3,168717.8,95,2,-1,0,3,3,1,False
711148308,Existing Customer,52,M,3,Graduate,Single,60 - 80,Blue,46,4,2,9357.0,1285,4173,77,0.137,472.674891222949,17980.87427015752,205582.4446662333,1,2,1,1,1,417633.29,79,1,-1,0,6,7,2,True
712810233,Existing Customer,40,F,2,Graduate,Married,Less than 40,Blue,36,3,2,2423.0,1674,4258,80,0.691,482.0047569880669,30332.17044206347,88352.91642270041,1,0,0,1,2,138732.11,255,1,-1,0,6,3,2,True
714098883,Existing Customer,45,F,1,Graduate,Single,40 - 60,Blue,36,5,2,1936.0,1613,4773,80,0.833,660.0090432452806,33601.9809682919,101417.39930612632,1,0,0,0,1,341640.22,125,2,-1,0,7,4,2,True
779327733,Existing Customer,43,M,1,Graduate,Divorced,60 - 80,Blue,25,4,3,1783.0,1014,3861,81,0.569,415.525277265687,27347.115716757176,96677.20884708248,1,1,0,0,2,300564.2,41,2,-1,0,6,3,2,True
710461083,Existing Customer,56,F,2,Graduate,Single,Less than 40,Blue,46,4,1,1438.3,0,4333,84,0.0,598.1128064363776,25525.89570467111,179359.73111293284,1,0,0,0,1,285159.0,157,6,-1,0,7,5,2,True
709306983,Existing Customer,44,F,2,Post-Graduate,Married,Less than 40,Silver,36,6,3,10580.0,1023,4721,81,0.097,462.9594796203625,27294.758810269097,113719.96623507552,1,1,1,0,1,317139.13,168,2,-1,0,7,3,2,True
813182658,Existing Customer,49,F,4,High School,Married,Less than 40,Blue,44,4,2,1656.0,929,4408,79,0.561,789.8793907486703,51484.05995180988,141576.31864783342,1,1,2,0,2,0.0,571,2,-1,0,6,5,2,True
781110408,Existing Customer,39,F,0,High School,Single,Less than 40,Blue,23,5,3,3279.0,0,5048,75,0.0,495.3134399506056,21960.59932089773,117391.21885434951,1,1,2,0,1,226133.32,1262,1,-1,0,8,4,3,True
818007783,Existing Customer,49,F,3,College,Married,40 - 60,Blue,44,6,2,2578.0,1590,4683,89,0.617,492.6887992424768,19129.0936813794,-73855.92441238728,1,1,2,1,1,253972.39,140,9,-1,0,8,3,3,True
708862233,Existing Customer,44,F,4,Graduate,Married,40 - 60,Blue,30,3,3,4068.0,0,5161,83,0.0,640.9014973007795,34755.47908220718,168515.07862181088,1,0,0,0,2,123572.68,457,2,-1,0,7,5,2,True
714006333,Attrited Customer,42,F,4,Graduate,Married,Less than 40,Blue,36,5,2,2128.0,528,2289,41,0.248,619.8428956976088,20920.690357502524,101887.56577642162,1,2,0,1,1,64464.12,156,4,-1,0,5,5,2,True
770596458,Attrited Customer,45,F,2,Doctorate,Married,Less than 40,Blue,31,4,3,2704.0,2262,2362,39,0.837,447.8175889310171,25705.48815374416,22422.824801243056,1,1,0,1,0,0.0,65,1,-1,0,3,2,1,True
709534083,Attrited Customer,58,F,0,Uneducated,Divorced,Less than 40,Blue,36,3,2,9909.0,0,1844,41,0.0,725.3688954098247,32560.84622442638,176482.67290466285,1,0,2,0,0,0.0,59,1,-1,0,3,6,2,True
710579583,Existing Customer,57,F,1,Graduate,Married,Less than 40,Blue,50,3,2,1665.0,983,4420,86,0.59,443.83891000232865,14807.973059705802,72691.44041441247,1,0,2,0,1,0.0,288,4,-1,0,7,3,2,True
708949908,Attrited Customer,50,M,1,Graduate,Divorced,120 +,Blue,42,1,3,1656.0,0,2073,44,0.0,860.598718807073,35137.481049566326,205598.1790224802,1,2,0,1,2,409697.12,157,2,-1,0,3,10,4,True
718696458,Existing Customer,52,F,1,Graduate,Married,Less than 40,Blue,42,4,2,2012.0,1230,3822,68,0.611,340.6267784198772,36151.919275237546,121609.55165741305,1,2,0,0,3,27360.59,315,1,-1,0,5,2,2,False
710611683,Existing Customer,43,F,2,Post-Graduate,Married,Less than 40,Blue,31,6,1,2837.0,1807,4279,83,0.637,765.4934665221884,20407.280120163457,111409.3733992439,1,1,1,1,2,0.0,454,1,-1,0,7,6,2,True
721511883,Existing Customer,40,F,3,Graduate,Single,Less than 40,Blue,28,6,2,1709.0,0,4981,79,0.0,667.6541459244343,29827.697968555334,135264.22442615565,1,2,2,1,0,79115.74,97,1,180,0,8,5,3,True
753094533,Existing Customer,51,M,3,Uneducated,Married,80 - 120,Blue,44,3,3,24028.0,0,3531,73,0.0,613.5857619612411,27360.781937853517,21959.48441158743,1,1,1,1,1,478721.12,85,2,-1,0,5,5,2,True
769892058,Existing Customer,40,M,3,Uneducated,Single,80 - 120,Blue,34,4,2,9124.0,2126,4564,65,0.233,655.5444220565652,32500.04148288539,16962.70505068662,1,1,2,1,1,20810.54,173,2,-1,0,5,5,2,True
715705683,Existing Customer,56,F,1,Graduate,Single,Less than 40,Blue,36,4,3,1936.0,1101,4578,70,0.569,620.0112028331047,15810.633756841038,280445.56670369924,1,0,2,0,0,22119.61,134,1,-1,0,6,7,2,True
715724808,Existing Customer,49,M,3,High School,Married,80 - 120,Blue,41,5,2,8051.0,2138,4370,83,0.266,862.6290713057051,17577.48368809712,214832.9541943818,0,1,0,0,2,671248.73,70,2,-1,0,7,10,4,False
717123858,Existing Customer,36,F,1,Graduate,Married,40 - 60,Blue,36,5,1,3635.0,1617,4045,62,0.445,300.6954355690477,28722.244630315043,244570.9665356684,1,0,0,0,3,0.0,150,2,-1,0,6,4,2,False
716236683,Existing Customer,46,F,1,High School,Married,Less than 40,Blue,37,4,2,2532.0,1487,4143,71,0.587,366.3554156557372,13801.935228334298,136349.8866713131,1,0,0,1,0,160125.11,281,1,-1,0,6,4,2,True
779310033,Attrited Customer,42,F,4,Doctorate,Married,Less than 40,Blue,24,3,2,4304.0,0,1788,36,0.0,704.0188001916729,16577.683182108114,14209.328954263025,1,2,1,0,3,126080.86,531,3,-1,0,2,4,2,False
711409833,Existing Customer,45,F,5,Uneducated,Married,Less than 40,Blue,33,3,1,1830.0,650,4838,71,0.355,645.1331926887711,15239.75713106782,106074.6005341845,1,1,2,0,1,52391.6,137,4,-1,0,6,5,2,True
721174008,Existing Customer,37,M,2,Uneducated,Married,120 +,Blue,23,4,3,7607.0,2170,4495,77,0.285,466.75027291858936,18859.345005956395,82671.09692584732,1,2,0,1,2,1359764.0,112,3,-1,0,6,7,2,True
714192933,Attrited Customer,55,F,3,Graduate,Single,Less than 40,Blue,36,3,3,2060.0,0,1976,44,0.0,729.2577781463791,16662.344556901044,-36612.20303196492,1,1,1,1,2,196079.21,111,4,-1,0,4,5,2,True
709632483,Existing Customer,49,F,2,High School,Single,Less than 40,Blue,40,3,2,1438.3,906,4457,84,0.63,748.0000235307111,43521.27638172428,85579.26131184927,1,1,0,0,3,123479.88,325,2,104,0,7,4,2,False
718431258,Existing Customer,41,M,4,High School,Single,60 - 80,Blue,28,4,3,3126.0,1503,3662,74,0.481,398.1780648790693,21715.604061551778,233130.27314906937,1,0,1,0,0,0.0,1425,6,-1,0,5,6,2,True
817029108,Existing Customer,47,F,4,Post-Graduate,Single,40 - 60,Blue,27,4,6,6885.0,1611,3804,67,0.234,653.34122117848,26309.128999907487,143493.28367800883,1,0,1,1,2,625703.62,293,4,274,0,4,5,2,True
769577358,Existing Customer,31,F,0,Graduate,Single,Less than 40,Blue,17,4,2,2787.0,1761,4358,89,0.632,482.1647843630394,24957.415574185372,37139.300672724305,1,1,0,1,3,185858.48,514,3,261,1,7,3,2,True
815589558,Existing Customer,50,M,2,Post-Graduate,Married,80 - 120,Blue,45,6,3,1867.0,1478,4097,70,0.792,554.1494502235579,20527.223366509672,83539.47549705431,1,1,0,1,0,160664.83,60,1,-1,0,7,6,2,True
718975083,Attrited Customer,47,F,4,Graduate,Single,Less than 40,Blue,40,6,4,2473.0,0,2133,44,0.0,575.5288929996964,18390.538207668385,77447.0362341489,1,0,2,0,0,19219.86,136,1,-1,0,5,4,2,True
715315008,Existing Customer,40,M,4,Post-Graduate,Single,40 - 60,Blue,30,6,3,4640.0,1555,3870,70,0.335,294.83726354360243,41219.73195277521,192886.0618194003,1,1,0,0,0,293385.66,1241,1,180,0,7,3,2,True
779252283,Existing Customer,47,F,4,High School,Married,Less than 40,Blue,29,6,3,2712.0,2411,5201,82,0.889,186.3492401415743,31259.224042337773,81074.79149092606,1,0,0,0,0,26460.46,51,2,-1,0,8,2,3,True
714533058,Existing Customer,53,F,3,College,Married,Less than 40,Blue,43,4,2,1438.3,721,4606,86,0.501,656.3208730499189,44011.9204142483,198701.49037318223,1,1,0,0,2,48889.05,648,3,-1,0,7,5,2,True
716570958,Attrited Customer,50,M,3,Post-Graduate,Divorced,60 - 80,Blue,36,3,2,14409.0,511,2351,39,0.035,636.6257659838478,14773.54905773591,47696.57339902024,0,2,2,1,3,559772.02,157,4,-1,0,3,5,2,False
710116833,Attrited Customer,59,F,1,High School,Single,40 - 60,Blue,36,5,3,1665.0,0,2748,40,0.0,414.6038808384161,14699.722052174326,194860.9326671977,1,1,2,1,0,486615.98,128,2,-1,0,4,5,2,True
718586133,Existing Customer,43,F,3,Graduate,Married,Less than 40,Blue,31,6,1,2639.0,0,4892,85,0.0,576.7950916078684,15894.301956584666,217413.11677044752,1,0,0,1,2,40974.83,181,3,-1,1,8,6,3,True
773322558,Existing Customer,59,F,2,High School,Married,Less than 40,Blue,48,6,1,2338.0,1566,3964,69,0.67,568.5630840760322,32118.49642469363,68569.88739232096,1,1,0,0,0,151054.34,249,6,-1,1,7,3,2,True
714554808,Existing Customer,51,F,1,Graduate,Married,Less than 40,Blue,40,3,3,2774.0,1362,4802,91,0.491,634.8050215350889,44539.780097657494,154772.54189050445,1,2,2,0,2,131460.17,59,1,-1,0,7,4,2,True
