CLIENTNUM,Savings,Duration_of_Contact,Num_of_Contacts_Made,Last_Contacted,Outcome
979704550,107852.04,568,46,648,0
970694090,313226.6,1073,36,616,1
108337919,25595.54,1094,17,24,1
260564231,273085.32,1606,63,745,0
295780934,232971.87,1514,6,316,0
158933293,137.76,571,31,394,1
39106519,168566.0,274,51,45,0
955674605,252731.74,1231,2,309,1
666024076,20525.06,735,3,655,0
626022879,149276.19,175,27,64,0
465590297,314604.26,485,30,6,0
761458529,28592.45,1492,23,289,0
582168421,274890.99,283,2,346,0
336224736,90071.43,1098,23,433,1
735728595,127434.17,480,20,206,1
392648972,338100.97,1021,26,216,1
484135857,79384.5,891,21,701,0
413116416,1022401.56,104,46,114,1
72721428,712064.27,163,58,184,0
795871620,68950.3,520,17,466,1
700688815,132623.55,1001,19,411,0
824476054,818032.63,1447,63,305,1
183404878,20411.82,281,5,259,1
500188627,228630.95,677,1,370,0
187124807,0.0,208,21,251,1
985287327,146765.55,539,5,253,1
17437761,88177.72,355,3,81,1
777912094,199293.7,1739,33,842,1
916072376,641057.39,1051,30,219,1
86322003,95368.47,1153,20,300,1
638563531,147087.62,7,35,366,0
870583197,722123.16,344,18,279,0
835086897,136843.63,1416,39,769,1
206522424,281937.73,753,17,842,0
682204781,790390.49,956,9,125,0
5143085,327950.54,1109,31,101,0
549609271,0.0,470,33,125,1
684494910,115113.64,338,31,536,0
382478305,92037.73,1777,51,551,1
866459344,14532.81,1203,46,287,0
918032111,565150.52,675,33,261,0
251103923,113062.2,394,22,470,1
460369630,0.0,189,9,428,1
759584249,140551.83,992,9,304,0
709382371,0.0,236,46,50,0
367720977,0.0,589,43,231,1
773927885,594872.58,308,16,414,0
592452373,136549.62,1488,11,329,1
491738021,1069701.56,980,22,372,0
542940036,596778.34,4918,11,463,1
853663890,310767.17,676,34,21,0
21767814,555751.12,1085,43,421,0
841039709,0.0,70,34,478,0
123456589,486037.1,207,12,315,1
648407341,718904.54,1365,19,426,0
565433925,157082.54,316,5,346,1
508348147,303687.04,851,46,421,1
811014606,579750.93,312,43,247,0
816949317,393824.29,193,43,53,1
469406358,258669.97,485,26,340,1
133943564,337112.48,835,55,440,1
123354082,0.0,8,11,243,1
235124150,349221.51,291,58,318,0
645785639,11879.75,392,12,194,1
933987756,0.0,1512,63,140,0
953119910,467160.51,847,44,296,1
836653741,460841.52,1387,3,449,1
116435581,0.0,213,31,439,1
560720259,303644.4,1093,50,477,1
766286355,203233.95,429,9,21,1
726355277,108857.14,1551,24,272,0
225946817,467587.56,604,37,10,0
950742373,682788.62,266,4,542,1
917952357,319793.19,118,6,529,0
140955465,88418.24,692,44,198,0
729454106,0.0,204,3,520,0
463122192,5792.12,324,12,62,1
623011806,36295.34,498,28,804,0
837199150,559516.79,1066,9,230,0
101108344,1041031.32,626,29,83,1
65898198,79422.59,431,43,325,0
340963062,145424.01,300,43,41,0
146979441,317298.0,119,44,446,1
45232290,7200.33,280,27,203,1
98407446,73343.62,1960,22,104,0
878155245,781962.86,1095,5,111,0
185235269,44471.58,598,34,467,1
472149082,34871.67,944,9,592,0
109692708,0.0,512,2,266,0
184352894,88611.41,1261,55,42,1
144477779,1201243.59,246,51,301,1
94526260,0.0,859,15,96,0
660566386,0.0,1363,36,270,0
894406413,236135.73,776,9,399,1
808313135,94237.43,1628,12,687,0
350731512,0.0,1311,22,98,0
707581063,1102956.0,885,1,51,1
304309461,289764.05,148,46,61,1
87216276,1031539.49,259,4,411,0
685397767,532356.75,1122,30,475,0
841245619,0.0,611,39,407,0
133257482,128687.31,1366,44,133,1
554894540,0.0,737,35,367,0
804317274,338813.24,548,43,594,0
392314596,356532.86,1037,17,442,0
410798372,11150.66,996,46,362,1
199679439,95257.96,559,21,470,1
612323715,381400.93,271,28,315,1
410228742,327682.83,1033,29,405,1
413937733,813103.23,1137,17,225,1
521033893,332683.28,459,12,57,1
919343023,37261.84,171,32,158,0
968124186,0.0,1117,41,21,1
397197507,135639.9,475,35,122,1
110713454,312276.97,197,36,102,0
268817098,0.0,1489,44,393,1
22772386,145385.29,93,9,667,1
390100391,590940.55,516,46,160,0
136455932,503645.57,606,26,346,0
641066436,650611.42,1044,30,135,0
671998368,206731.79,422,23,48,1
122137740,0.0,855,51,319,1
840191684,92084.1,784,37,504,1
84377766,0.0,1107,46,127,0
336386637,278792.02,1689,33,215,0
689609649,14306.6,601,11,701,0
590445350,0.0,767,5,20,0
608956635,112513.2,1735,5,73,0
899344618,226119.93,724,24,215,1
137477593,441871.76,1079,20,168,0
267027899,437488.91,1134,32,64,0
714665357,20968.42,1105,16,394,1
426126785,0.0,2027,24,475,1
46181469,610280.52,121,10,186,1
205599546,306949.3,1259,33,288,0
822280292,148089.61,1262,63,9,0
72030530,277436.45,1094,7,14,1
172033648,1017595.99,913,18,687,1
350728596,10061.14,320,29,248,0
189594742,0.0,679,11,271,0
869675788,1069280.38,673,38,854,0
935189768,44303.64,2635,21,226,1
378796835,0.0,2420,50,84,1
850071249,288142.21,369,21,351,0
37624925,341729.7,691,7,472,1
591301929,658077.69,162,10,419,0
857764613,0.0,1553,12,500,1
978123410,0.0,873,21,717,1
11015793,603312.5,1374,13,251,0
335852429,735679.23,1080,3,771,0
601258834,223793.56,1187,39,426,1
735854060,819.55,620,44,782,1
255172743,0.0,1960,31,425,1
882047646,0.0,902,33,144,0
430719663,76833.0,2330,21,243,1
579441065,0.0,3284,35,524,1
599230092,16945.48,812,21,306,0
615799802,103105.32,1328,58,280,1
158475673,456661.69,883,15,69,0
465226124,436843.15,618,27,398,1
70507618,98766.92,912,34,178,1
30535422,108888.88,1364,24,263,1
644919798,374888.19,892,9,463,1
308813938,776648.26,543,23,88,0
69476568,109551.6,133,24,248,1
305934995,146035.0,291,32,680,0
562776829,748851.51,798,8,366,0
978775313,289986.64,548,21,14,1
490545155,34041.18,267,10,176,1
614753446,156338.49,268,41,347,0
389413716,116099.99,960,41,267,0
404268050,200725.23,678,37,775,0
786037751,100187.59,498,15,749,1
642597001,1641127.3,18,26,106,0
605266688,370934.68,104,30,432,0
155053483,628270.97,1118,16,36,0
407218955,127001.35,1168,28,526,1
955481565,82926.04,1925,43,521,1
325870357,109601.74,618,15,220,1
200153346,49105.98,866,24,289,0
648484380,382147.66,886,10,348,0
746660609,483701.92,1628,6,274,0
901490087,95137.64,1349,36,511,0
448350328,0.0,421,26,92,1
748024948,0.0,1041,51,120,1
967858486,87150.65,1103,26,467,1
18724152,629073.65,460,36,464,0
489087850,589032.98,1408,38,92,0
242995953,404576.5,1687,58,469,0
144730404,0.0,24,4,338,0
523296168,590527.45,1258,30,316,1
114133198,0.0,214,23,60,1
61607819,778443.61,599,33,531,0
605101948,644763.26,1293,41,103,1
992304275,7418.12,1102,44,232,1
269998035,0.0,727,9,128,1
332293118,56620.51,676,55,332,0
739001627,254437.34,2201,2,377,0
707614356,710587.17,1084,29,313,0
972992365,296658.87,300,11,771,1
18366898,811714.6,16,32,9,0
585675223,445534.23,1269,16,7,1
819652112,568713.48,1311,10,479,1
293074418,776128.73,553,46,82,1
985505513,540626.44,837,36,474,0
848732571,41258.65,836,25,309,1
974445932,115493.73,1540,24,26,0
205051898,25755.97,1548,9,101,1
927218028,0.0,1311,31,586,0
526178246,94314.22,1916,58,153,0
969891427,227849.79,3102,1,97,0
635308437,105376.08,413,5,772,1
167865392,377782.38,155,14,33,0
550389991,316847.55,1449,39,140,1
467071581,619307.03,1875,37,493,0
926580927,219434.66,152,30,449,0
60969822,730379.91,1649,5,147,0
550412419,0.0,947,20,122,1
237040306,19819.98,91,14,805,1
418845767,1166558.0,3076,13,420,0
36967580,135657.38,111,39,180,0
90916981,269141.97,998,39,223,0
132641974,775510.74,1478,58,782,0
979820038,0.0,301,46,368,1
995674466,158528.94,2219,44,547,1
684532737,218668.91,2389,32,154,1
734888110,172199.0,83,33,553,0
979613327,1166124.38,906,14,435,1
37355875,0.0,861,29,458,1
778992167,84019.92,1391,50,491,0
272938012,183984.0,1495,4,257,1
288454203,28448.7,1994,14,120,0
734595926,1563555.97,848,2,337,0
290735253,62840.16,195,22,9,1
494277109,1253602.95,766,41,103,0
758296742,172446.91,820,22,112,1
613797537,433448.15,1021,50,231,0
89651767,36494.45,3284,27,536,0
29163009,159962.58,805,9,121,0
557946157,453501.59,632,11,772,0
957736,82183.15,2453,30,160,0
199020208,188082.95,1154,6,461,0
912378866,687792.15,582,19,36,0
541993202,340431.27,2769,13,521,0
203556040,329119.33,2231,17,95,0
404840224,241597.22,2184,34,444,0
308995895,344070.05,702,29,183,1
98806552,380637.65,3322,23,354,0
410720315,766009.76,99,38,101,1
232918012,381686.85,21,55,211,1
705459946,3889.19,940,51,382,1
83863110,484568.29,927,23,284,0
215143815,279246.52,430,4,149,0
5077939,192314.95,890,5,257,0
189044573,0.0,817,34,372,1
141281850,545412.2,1080,31,325,0
189921215,606372.76,604,9,680,1
273669950,175930.68,667,35,252,0
223159469,124830.02,1473,63,311,0
151235815,0.0,975,12,142,1
691131817,181497.76,660,51,828,0
123845479,623806.42,1579,58,363,1
297573940,0.0,631,7,222,0
879482812,196212.03,949,28,433,0
326691678,157281.33,1170,38,656,0
365645075,966266.6,1456,9,531,1
990163086,352437.02,258,29,390,1
266503810,0.0,106,36,33,0
250756475,367472.26,772,25,303,1
257011463,105722.88,550,50,503,0
309141305,100589.74,170,50,426,0
662138558,437639.88,794,17,319,0
903555709,559941.48,949,6,326,1
425736805,603470.72,126,29,586,1
129251156,349994.56,539,26,37,1
672679360,0.0,330,27,174,1
339151438,485096.82,359,32,343,0
919559997,0.0,642,38,26,1
149971962,281250.34,1622,36,294,1
915892658,0.0,1049,23,805,1
24277415,141994.08,739,29,277,1
359337004,84906.37,654,1,60,0
780087967,70872.76,1972,33,192,1
782150839,298227.71,261,28,190,0
241783786,247967.44,653,11,82,1
746070576,117851.91,1617,50,274,1
741508792,705112.58,1721,7,94,0
313383603,232302.76,1223,58,233,0
160348552,793528.91,1142,35,365,1
859437243,132374.6,1006,10,294,1
168314014,88517.15,131,18,337,1
150066142,446581.81,1606,13,150,0
595544426,198342.49,1366,5,508,0
115413083,105558.21,1135,18,500,0
566095827,0.0,20,28,159,0
595941576,246735.88,936,3,206,1
670748738,38541.3,600,20,261,1
338932883,149290.81,286,25,229,1
840545867,804138.57,463,22,292,0
829482486,846991.03,45,2,287,0
225449782,952970.14,1425,63,157,1
27377591,0.0,1916,20,259,0
774775616,801056.74,1124,32,292,0
415887934,328346.75,267,41,21,0
231432907,195512.47,1580,58,26,0
654185417,73333.07,1381,44,184,1
140343145,741696.23,1311,28,261,0
576038725,142201.22,775,37,389,1
101919548,231763.68,1867,19,398,0
242076095,1354266.87,627,14,521,1
439143077,0.0,1105,6,161,0
580552722,818817.11,819,26,124,0
479600195,0.0,786,2,587,0
963409023,74215.12,710,3,80,0
92365949,0.0,703,28,491,0
820521756,802261.6,496,16,264,1
672100857,0.0,15,58,465,1
21529618,298429.14,1111,36,761,0
328731377,608272.67,554,38,379,1
524917740,258106.23,3,20,252,1
78132659,1470580.72,545,7,41,1
559274308,140208.53,1574,7,35,0
437305998,266178.81,416,26,463,1
647423964,0.0,1018,21,147,0
637546763,441930.51,1029,29,296,0
222447259,418906.25,638,41,197,0
60517059,156192.79,1407,21,392,1
793386636,149825.45,448,46,307,0
347141285,0.0,97,7,226,1
603221160,119492.08,393,7,140,0
135473555,1285680.4,732,44,381,0
791922608,23626.29,192,7,294,0
585854828,73897.02,1804,22,337,1
507175303,130768.45,61,15,151,0
525316874,41208.05,953,14,239,0
367002934,193580.06,525,41,156,0
448409860,224307.09,97,36,346,0
699632739,147358.77,380,7,-1,0
561554455,52050.44,514,27,224,0
343874412,119130.83,284,14,478,1
147845254,10693.41,1034,22,356,1
139931241,99113.58,17,51,287,1
410346463,235510.77,1054,46,371,1
106135201,383144.81,303,25,459,0
457660213,0.0,1464,18,340,1
970451823,69988.66,1584,17,368,0
578065094,7581.22,1972,4,306,1
443006206,41449.85,1917,23,480,0
466851216,775230.05,1021,11,129,1
822508816,272605.74,98,20,131,1
910536844,149210.47,1342,46,89,0
116538510,0.0,1392,51,180,0
872099891,0.0,328,11,222,1
862310881,592797.33,1275,3,472,1
507455294,0.0,1452,5,1,1
264978637,0.0,1431,4,57,0
179594064,295341.46,369,32,121,0
236137414,351137.16,786,19,223,1
963033636,0.0,796,28,337,1
434391884,66768.8,437,30,171,1
382927965,352148.29,1503,17,148,1
857438157,822993.3,1399,38,48,1
552449301,92053.95,1223,10,51,0
124742745,166040.8,342,55,87,1
272653262,210777.19,517,15,141,0
236397818,144376.32,1120,17,102,1
979145069,359524.75,516,7,562,0
280070955,244946.05,896,36,436,0
550461772,100437.72,392,19,172,0
839398660,440964.42,1183,5,586,0
517481768,9422.25,297,6,504,0
814637794,234195.1,97,13,20,0
294120601,244684.28,414,63,683,0
464494978,214221.09,980,6,234,1
660604876,97528.04,1554,46,399,0
886525075,1111069.41,149,11,12,0
543100568,278162.09,999,51,108,0
106013117,42192.16,544,1,234,0
906913122,0.0,1047,1,286,0
912478972,86623.1,878,50,138,0
503157353,462281.12,485,1,656,0
409959576,488213.47,19,36,59,0
105111855,0.0,1417,21,420,0
166604479,129548.66,734,20,169,0
435615249,369059.05,3,35,150,0
770358605,228115.08,648,37,360,0
345033608,270617.51,50,58,26,1
957254534,605308.32,1268,33,362,1
827988358,330853.56,441,5,76,0
885324231,0.0,927,46,30,1
552850927,241720.59,1326,34,210,0
455103646,50527.97,1030,38,305,0
241957860,398924.44,903,11,69,0
77993409,143647.07,1336,29,270,1
87794143,819126.62,1966,20,201,1
535624697,233504.13,1649,22,105,0
684575625,127071.05,219,22,65,0
405302053,581752.81,339,27,413,0
292114076,712026.73,307,43,351,1
731449140,969766.81,1387,43,165,1
623404531,187575.3,12,51,138,1
706342456,0.0,74,27,70,1
667436810,314804.87,395,18,514,0
834662621,11617.13,454,51,164,0
373700101,790683.71,217,26,354,1
861488462,197813.09,1472,36,411,1
169451704,197216.34,682,5,90,1
693644481,233050.1,1666,44,235,1
218859170,432383.5,1500,23,372,0
156443187,42469.13,680,7,514,0
514787978,149988.29,616,10,225,0
390822839,154941.29,394,30,31,1
418857899,0.0,229,41,49,1
648363393,436523.01,1519,51,293,0
719398454,90536.76,1434,19,35,1
887624596,281055.19,168,20,317,0
411871343,384605.5,2372,10,347,1
904223073,0.0,1056,16,76,1
85934592,382079.93,1288,19,135,0
112320519,161935.19,418,34,434,0
134585134,439218.28,915,3,54,0
538061835,120856.88,843,15,184,1
211346509,547236.37,1284,44,79,1
877665619,927323.61,1226,46,242,0
279844604,543391.44,2016,2,273,0
474709409,818863.5,313,7,56,0
487421677,0.0,1424,7,18,0
139369313,384856.54,629,14,424,0
705344378,66331.82,697,38,138,0
433623670,0.0,2429,17,683,0
452255547,42502.58,1439,36,332,0
379070735,143648.68,803,50,325,1
791305326,167458.14,971,20,65,0
886783506,439187.11,692,14,535,0
602233272,779483.91,454,3,231,0
544615862,0.0,486,9,354,0
929769624,67030.3,419,43,44,0
939094606,85924.23,1044,15,320,1
110630236,509717.64,211,13,43,1
571828844,264831.79,1114,55,446,1
607685724,852733.0,983,41,32,0
367118277,260386.87,377,22,114,1
101542281,0.0,1221,14,854,0
555250187,249618.11,1333,43,306,0
738315754,0.0,1254,9,486,0
137531051,404508.62,800,31,21,0
693365775,511324.36,15,21,134,0
788565737,59644.85,1410,55,424,1
309168480,325378.36,1272,58,329,1
508121083,40629.76,835,58,37,0
475945630,105232.5,230,32,193,0
778273050,93665.79,1499,23,296,0
909666164,8779.1,765,1,181,1
832756561,165042.19,557,63,84,1
905530558,21622.22,233,28,179,0
673741699,699743.94,93,28,63,1
989761066,150096.56,6,38,292,1
551650774,319248.12,270,34,190,1
776511843,0.0,781,10,394,0
972392907,85146.53,563,24,154,1
398036884,0.0,1777,23,356,0
984537296,671500.85,1160,18,155,0
317185877,0.0,17,33,480,1
806046104,866809.52,1113,25,105,0
36826171,311959.36,1100,9,462,0
168816170,81407.87,333,39,338,0
24206179,0.0,532,32,772,0
822420586,633686.17,2078,26,393,0
726605457,5367.3,708,30,89,1
584766171,104638.33,503,37,491,0
368284330,187540.5,1296,4,237,1
531225809,0.0,677,58,76,1
680971537,0.0,924,12,239,1
954043517,117462.74,394,33,230,0
152792598,25788.75,1076,38,95,1
146828694,9371.27,825,12,422,0
75452395,317851.44,566,11,253,0
485030656,475037.3,1432,13,186,1
357387946,123304.65,42,58,417,0
752899652,76171.18,677,12,310,1
562199053,677023.47,101,16,92,0
640226538,243473.96,1028,24,58,1
516685428,430581.32,692,33,278,1
265429395,0.0,878,38,390,0
350256232,6753.43,166,28,589,0
188504688,423224.91,101,31,183,1
824448939,0.0,797,23,358,0
974255418,129824.71,812,30,415,1
744030736,139535.63,63,6,484,0
995388395,127503.63,736,36,257,0
311687728,0.0,522,41,267,1
205681153,0.0,1174,17,252,1
58674938,107179.35,1419,51,427,0
558010346,58764.77,1059,16,655,1
23476655,27762.3,972,29,287,1
332979929,19189.85,896,38,409,1
221285176,662295.0,1534,41,284,0
617210991,392010.48,1022,2,94,0
859978513,131163.18,917,39,463,1
950506335,21453.19,822,13,176,1
395178365,162349.77,1392,4,450,1
807964875,0.0,1093,19,203,0
708544911,513040.91,123,6,355,0
45561689,0.0,1002,32,828,1
280692725,0.0,1865,25,188,1
871633439,426152.21,143,19,172,1
107126939,69402.46,214,36,433,0
672439584,6965.81,187,37,410,1
58473687,0.0,793,25,208,1
76727104,678881.27,813,12,59,0
202506617,157494.28,1318,8,329,1
749182485,1281913.16,1816,39,651,0
641270736,61285.66,637,3,260,1
561287072,566579.78,807,22,774,1
979525101,248830.31,120,12,354,0
312457352,425106.85,1687,38,386,0
143013597,373348.15,23,20,518,1
747177218,0.0,326,34,318,1
406056021,200871.36,280,5,386,1
803376394,286083.74,318,7,139,0
869833909,292926.62,1288,21,292,1
762205214,360269.45,1914,44,285,0
456181954,191545.28,829,17,353,1
380581685,256709.43,6,28,404,1
595837115,838983.71,927,17,182,1
679910697,0.0,718,39,153,0
597414346,428041.54,650,30,359,1
730687501,127297.14,1040,27,384,1
184582621,0.0,885,4,49,1
423481828,206096.03,1662,37,769,1
722065845,286627.57,906,14,454,0
498180483,0.0,245,9,38,0
253607147,184368.34,662,1,110,1
517408230,370650.54,367,9,368,1
484442447,0.0,2184,23,469,0
391561339,13700.42,1392,6,192,0
382186849,487392.87,1145,36,156,0
66726271,100322.38,541,46,67,1
905771850,281221.7,1677,31,62,0
348544418,1502405.14,1120,3,771,0
102731898,0.0,119,50,347,0
832024373,0.0,1287,13,98,0
86007916,592085.1,1970,3,84,0
938249937,166131.67,452,12,495,1
482765642,87580.56,443,43,5,0
827505997,15416.82,439,63,261,1
618032608,883107.29,758,2,431,1
425145764,0.0,638,63,460,0
453559783,415833.63,1294,13,61,1
21978293,808525.78,2219,34,106,0
976942841,223598.71,1404,38,831,1
200009334,168387.4,15,5,223,1
397810620,179663.43,1154,46,529,0
699533280,231843.98,63,35,557,0
27632440,386086.79,2184,6,290,0
323781082,127451.91,1805,43,285,0
733021074,0.0,994,35,592,1
737815622,0.0,228,27,425,0
801078970,236753.62,623,18,370,0
237209085,0.0,1193,43,434,1
885148779,0.0,144,29,474,0
878994643,38510.49,568,38,561,0
368606296,0.0,737,30,775,1
563178708,116033.5,822,58,405,0
503972262,67088.89,619,6,279,1
359233825,490207.51,164,41,248,0
493867472,271647.54,667,30,138,0
803514177,901271.16,394,22,543,0
171737005,437580.49,1551,17,350,0
6690963,0.0,2053,8,145,1
988954478,0.0,1313,6,328,1
967231617,68325.94,1173,25,771,0
58006448,548125.58,1179,25,395,1
255705916,560857.29,1046,41,245,1
134360800,863466.63,1233,23,457,0
781794324,446314.22,1392,14,336,1
313792472,96066.0,679,8,432,1
70453612,459179.43,663,6,247,0
211760492,0.0,841,15,167,1
625884230,0.0,854,38,240,0
380711467,0.0,112,3,292,1
853448596,201427.35,200,4,248,0
542266273,150948.46,221,30,343,0
167265627,12522.05,1112,18,183,1
806634011,373514.16,328,2,6,0
834372777,0.0,1369,31,102,1
446365550,123253.68,881,23,455,0
78812652,799540.09,539,5,536,0
112351370,0.0,1120,13,683,0
714841323,53571.91,1357,13,68,0
236228229,208459.24,1242,24,15,0
789975664,265743.86,1560,5,252,1
223090592,440956.54,170,14,524,1
955811303,207682.9,1051,12,226,1
5008840,783145.47,1203,15,323,0
850991397,415680.75,786,4,385,1
604887877,2047.37,985,1,75,0
214904212,1096865.56,354,36,805,1
563638057,568357.44,281,14,13,1
394575790,380860.12,868,41,511,0
417198645,306522.01,1487,29,313,0
770309602,149778.91,820,44,417,0
955957573,144313.57,636,10,155,1
492880256,539067.53,573,20,535,0
878686731,0.0,867,12,191,1
811369292,84652.07,1298,32,310,0
948000513,411256.97,1735,6,209,0
623810785,0.0,866,6,782,0
788515301,485902.67,922,12,368,0
269657964,201281.97,1412,3,69,0
871842736,560459.59,446,9,51,0
921359162,81206.63,1386,38,381,0
267620935,0.0,1237,12,779,1
329144062,0.0,881,15,106,0
428193258,200340.99,982,10,508,1
111248079,0.0,1934,4,86,1
845593253,403033.19,38,4,35,0
205460172,112255.19,74,63,426,1
192159442,83882.64,300,30,20,0
359689582,182201.22,525,8,353,1
534687769,783792.61,1230,35,282,1
42060998,681139.33,968,37,330,0
322610858,644368.89,7,58,358,1
669773820,79402.21,424,15,335,1
425427198,0.0,534,27,508,1
644337757,0.0,1331,28,305,0
529804802,644180.48,886,39,775,1
907178913,163108.55,777,22,434,1
362817931,0.0,688,15,263,1
290628506,289762.97,301,63,761,0
234555277,248677.42,771,8,157,0
969948016,180803.67,1099,12,309,0
600532711,0.0,316,41,241,1
83974691,168537.49,1164,19,403,1
480284747,328252.15,337,51,66,0
129921670,641528.0,1343,7,434,1
621877929,610321.17,107,55,616,1
287124384,0.0,1091,55,306,0
93304501,627678.37,58,28,348,1
450779529,0.0,765,63,368,0
440347316,624926.12,234,51,296,1
393904851,47679.92,1745,24,345,0
29701472,1182640.9,1381,6,626,1
780234138,0.0,3785,7,94,1
235836,133003.68,264,2,500,0
670957176,73797.59,135,13,416,1
773901861,36283.69,88,3,219,1
820385262,242502.26,1665,6,587,0
805265005,272942.3,165,20,355,1
77834735,221504.7,551,14,128,0
408581809,302049.59,797,18,118,0
638173088,0.0,1966,19,63,1
457259454,333548.63,1720,27,398,1
626052109,198333.8,48,7,395,1
695018619,512236.41,194,13,182,1
565239739,1660.22,404,21,90,0
639360733,447889.64,9,14,547,1
33881058,0.0,738,24,56,0
218347889,905463.47,262,63,348,1
219193847,658589.73,45,11,196,1
793554032,0.0,471,18,5,1
374789327,680094.89,1914,43,258,1
204617754,2483.8,1002,58,357,1
736066944,0.0,1051,17,503,1
390564466,0.0,112,50,26,1
349085746,0.0,1145,36,160,0
713791014,65046.79,2219,43,871,0
313762182,948938.72,428,16,381,1
867898201,149890.36,1298,12,366,0
952399043,11024.69,1425,27,279,1
667571024,30228.57,317,4,330,1
548428885,128944.86,287,58,219,0
645272735,162972.38,91,36,325,0
196006522,0.0,604,28,280,0
296165103,253132.52,563,46,325,0
989715587,708432.6,1283,17,264,1
12352423,0.0,1161,4,346,1
605588198,164856.67,4,20,71,1
808548847,395346.11,1502,2,313,1
564778134,612087.84,695,11,340,0
824610363,900665.28,632,33,804,1
280319427,526362.32,230,24,189,0
604941992,2611.15,1175,46,373,1
565514865,0.0,555,11,769,1
350037719,279211.72,1461,20,542,1
886422091,568848.33,1019,15,327,0
361111759,280953.03,1238,58,389,0
264988348,161855.86,1487,58,401,1
570085216,34080.18,923,13,81,1
308930602,0.0,892,19,266,0
721228326,0.0,164,10,305,0
14807726,11357.03,293,43,86,1
383658554,292134.43,1237,39,22,0
331519788,581983.66,832,3,307,1
669055012,1369217.96,715,51,160,0
681003620,182339.77,1082,29,389,0
630616482,322991.64,39,1,531,1
970670714,122625.4,771,9,238,0
243569261,260718.43,629,15,595,1
334594916,143883.6,281,35,98,1
786934317,149738.36,230,15,431,0
11575029,542796.54,767,22,633,0
676565018,1384147.43,844,9,353,0
569409460,750761.74,331,2,303,0
331172711,262010.99,804,29,288,0
78638688,0.0,430,37,343,1
587469974,25197.78,633,14,460,0
21281027,0.0,430,63,442,0
755736213,988459.19,512,13,362,1
450652283,517473.26,74,17,122,1
579741737,145081.2,375,9,326,0
543989744,3920.88,1980,6,161,1
84725126,294267.12,262,8,60,0
124741067,1143873.24,162,8,22,0
440340065,738547.12,319,31,287,0
562875808,336191.43,1727,11,43,1
762049957,703982.31,61,43,42,0
168813127,0.0,780,30,192,1
799634500,129143.78,299,37,217,1
214902414,316526.7,276,28,320,1
894226825,147224.77,99,1,360,1
406901415,0.0,860,9,51,0
815810164,29324.64,1261,63,407,0
10328705,155053.11,1452,41,67,0
850926698,0.0,1966,13,239,0
745265431,0.0,594,43,68,0
237838466,0.0,1352,46,313,1
413015077,0.0,11,8,133,1
482348089,304360.22,1778,25,85,1
563704618,192610.87,801,41,393,0
936116559,426243.22,1022,63,165,1
104666991,1142739.92,1015,50,10,0
911892923,30369.97,723,2,211,0
866253393,129060.72,194,46,156,1
661988460,259976.12,929,41,431,0
95203875,51525.14,1662,36,162,1
785855517,165910.11,1867,5,314,0
343200112,420434.79,763,39,409,0
860760200,417580.46,374,30,396,1
668411062,99898.82,1349,46,216,1
303088644,185251.48,562,5,485,1
137292385,0.0,569,25,769,0
381822839,437876.91,76,30,387,0
696016313,601625.87,537,32,90,0
526512472,198238.21,859,15,158,0
829171161,769398.66,1028,15,357,0
489107707,179417.6,1476,15,229,0
164074476,0.0,457,7,144,1
693194365,305208.92,206,38,395,0
548517946,905576.61,511,43,208,0
697404177,734038.84,309,32,209,0
438239780,13176.67,1423,9,216,0
225671775,197442.92,52,44,775,0
513742407,255127.73,441,26,368,0
178902376,0.0,760,30,307,1
955671188,0.0,1259,17,417,1
97310332,90353.25,1118,43,99,1
790210450,718894.29,496,37,272,0
479654655,363779.4,41,39,655,1
121793785,158843.28,541,19,149,1
420611184,181798.27,994,19,189,1
919899645,0.0,189,13,94,1
929261590,321021.76,984,41,228,0
774115341,914648.03,505,7,425,1
49075012,0.0,394,28,53,0
41636192,309909.56,57,8,542,1
83874224,0.0,1269,2,76,0
353437862,26522.68,970,3,293,0
2447063,451190.68,38,30,804,1
695746194,174842.3,1261,58,34,1
809551692,632586.97,1439,22,98,1
118299732,287351.39,359,10,116,0
507042213,69785.92,809,6,43,0
757546401,118374.45,615,24,237,0
974158364,99700.99,30,41,259,0
549711872,130367.8,1778,38,237,1
846935929,226352.41,452,10,504,1
181385771,729547.4,675,58,398,1
945182265,180895.31,1191,20,524,1
112462886,595183.05,1001,36,74,1
207003630,0.0,697,50,199,0
757635040,293249.23,186,10,45,0
11420761,406164.29,1261,10,541,0
369649698,162158.07,1559,21,15,1
342515199,122078.08,307,35,302,1
66059822,191345.19,1665,21,251,1
558063446,314900.77,48,6,304,0
861739635,0.0,137,46,187,1
99572643,486058.7,1329,2,529,1
786626411,0.0,433,10,330,1
575926741,145140.54,301,33,177,0
111847300,188789.77,875,41,215,0
785659844,496710.61,916,6,398,0
113391071,73267.1,525,25,126,0
819525569,56295.46,472,50,149,0
939103234,785476.91,573,26,387,1
800337064,122143.75,633,5,393,0
853037404,218848.68,1164,33,135,0
422162750,275936.58,620,3,450,0
648333767,197068.68,425,4,462,1
806318040,82336.73,1201,12,30,0
747996852,179321.51,602,25,197,0
470712863,156382.32,1024,14,87,1
39751019,53549.01,205,20,87,1
345593797,87273.08,1448,43,322,1
40772832,0.0,1663,13,384,1
402657119,0.0,905,16,182,0
438967139,243897.3,1778,12,192,0
543755827,425735.1,40,16,25,1
200792444,550614.48,1834,23,434,1
