,CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_1,Naive_Bayes_Classifier_Attrition_Flag_Card_Category_Contacts_Count_12_mon_Dependent_count_Education_Level_Months_Inactive_12_mon_2,Age_Group,AdSpend,ConversionRate,Campaign_Channel,Campaign_Type,Total_Indiv,Avg_Open_To_Buy_Avg,Conversion_Value,Total_Customer_Growth,ROI
6234,714658233,Existing Customer,46,F,5,High School,Unknown,Less than $40K,Blue,37,4,3,3,1438.3,725,713.3,0.715,3916,79,0.795,0.504,0.00030361,0.9997,40-50,8063.54890394418,0.08905461756834934,Referral,Retention,791.7629999999999,6205.967793556592,552.6700884966751,1344.433088496675,-0.8332703001479829
6235,716381808,Existing Customer,43,M,2,Unknown,Single,$40K - $60K,Blue,36,4,4,1,8406.0,0,8406.0,0.743,3820,75,0.63,0.0,0.0001441,0.99986,40-50,3929.9201802179355,0.01968238075594736,PPC,Consideration,9078.48,6205.967793556592,122.14822107192737,9200.628221071927,1.3411743239430634
6236,720831783,Existing Customer,50,F,0,High School,Unknown,Less than $40K,Blue,36,3,2,1,2242.0,888,1354.0,0.661,4708,81,0.558,0.396,5.7261e-05,0.99994,40-50,6910.308220817092,0.199995,SEO,Awareness,1462.32,6205.967793556592,1241.1625288723508,2703.4825288723505,-0.6087754058888152
6237,714319233,Attrited Customer,44,M,5,Graduate,Divorced,$60K - $80K,Blue,36,3,3,6,6538.0,0,6538.0,0.556,2132,33,0.571,0.0,0.99938,0.00061727,40-50,6641.995118938043,0.14825172085898777,Referral,Retention,7061.04,6205.967793556592,920.0454049902202,7981.08540499022,0.2016096462091767
6238,718178583,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,29,3,3,1,4710.0,1604,3106.0,0.607,4663,78,0.814,0.341,0.00011924,0.99988,40-50,7285.078951244741,0.1380394148006277,PPC,Consideration,2702.22,6205.967793556592,856.6681624940948,3558.8881624940946,-0.5114825540928397
6239,708886533,Existing Customer,50,M,1,Graduate,Single,$120K +,Blue,41,4,1,3,13032.0,1701,11331.0,0.904,4348,77,0.878,0.131,8.6952e-05,0.99991,40-50,2571.3631432671027,0.11777927294781762,PPC,Retention,13937.13,6205.967793556592,730.9343746626673,14668.064374662667,4.704392400999351
6240,716239383,Existing Customer,45,F,4,High School,Married,Less than $40K,Blue,36,5,2,2,2225.0,0,2225.0,0.611,4138,85,0.771,0.0,0.00011604,0.99988,40-50,5408.782232626972,0.16209765472883586,Referral,Retention,2403.0,6205.967793556592,1005.9728246582118,3408.9728246582117,-0.36973376297264604
6241,714672933,Existing Customer,52,F,3,Graduate,Married,$40K - $60K,Blue,36,6,4,2,3143.0,2268,875.0,0.801,4417,84,0.68,0.722,0.00022556,0.99977,50-60,4492.232767291652,0.17778763625499222,PPC,Conversion,945.0,6205.967793556592,1103.344344691036,2048.344344691036,-0.544025331989648
6242,809954133,Existing Customer,49,M,2,Uneducated,Married,$60K - $80K,Blue,44,6,1,3,5013.0,0,5013.0,0.822,5223,84,0.909,0.0,9.5249e-05,0.9999,40-50,8601.266607810881,0.12174611877503191,Email,Conversion,6617.16,6205.967793556592,755.5524921083636,7372.712492108363,-0.14283409313075565
6243,714855108,Existing Customer,60,F,0,High School,Married,Less than $40K,Blue,50,6,0,1,3466.0,973,2493.0,0.652,4073,69,0.605,0.281,1.0252e-05,0.99999,50-60,7468.023560723971,0.15623900941518903,Social Media,Conversion,3739.5,6205.967793556592,969.6142605278484,4709.114260527848,-0.36942964597833516
6244,718730283,Existing Customer,38,F,2,Graduate,Married,Less than $40K,Blue,18,5,3,3,1686.0,1206,480.0,0.767,4891,68,0.511,0.715,0.00030251,0.9997,30-40,100.054813,0.12394152743700558,Email,Retention,259.2,6205.967793556592,769.1771275582673,1028.3771275582674,9.278137520063803
6245,709232808,Attrited Customer,44,F,3,Unknown,Divorced,$40K - $60K,Blue,34,2,3,2,1689.0,0,1689.0,0.202,1588,37,0.276,0.0,0.99515,0.00484967,40-50,5037.365723341455,0.10064658762908572,SEO,Conversion,1722.78,6205.967793556592,624.6094813574773,2347.389481357477,-0.5340045551029846
6246,804428958,Existing Customer,47,M,1,Graduate,Married,$40K - $60K,Blue,42,3,2,1,1626.0,0,1626.0,0.783,4847,78,1.053,0.0,6.4428e-05,0.99994,40-50,3272.317213689691,0.199995,SEO,Retention,2048.7599999999998,6205.967793556592,1241.1625288723508,3289.9225288723505,0.005380075962381626
6247,711474333,Attrited Customer,57,F,2,Uneducated,Single,Less than $40K,Blue,51,3,5,2,1614.0,0,1614.0,0.241,1690,38,0.357,0.0,0.99518,0.00481678,50-60,1301.224691986241,0.12660849904715088,SEO,Consideration,2469.42,6205.967793556592,785.7282674771589,3255.1482674771587,1.5016035182274103
6248,720070383,Existing Customer,41,F,3,Uneducated,Single,Unknown,Blue,29,6,3,3,2429.0,1966,463.0,1.046,4775,84,0.787,0.809,0.00032275,0.99968,40-50,7372.3453255541135,0.10070995821897934,Social Media,Conversion,402.81,6205.967793556592,625.0027571974158,1027.8127571974157,-0.860585375235368
6249,720322008,Existing Customer,35,F,2,Unknown,Married,$40K - $60K,Blue,15,4,2,1,1438.3,834,604.3,0.684,4551,82,0.64,0.58,7.5449e-05,0.99992,30-40,4636.01175856443,0.09977836316308801,Social Media,Consideration,271.935,6205.967793556592,619.2213082839177,891.1563082839177,-0.8077752269205052
6250,714527433,Attrited Customer,39,M,4,Graduate,Married,$80K - $120K,Blue,30,5,2,2,17523.0,0,17523.0,0.424,1974,54,0.688,0.0,0.99169,0.00831,30-40,8836.064675916099,0.11094021434768181,Referral,Retention,15770.699999999999,6205.967793556592,688.4913972519782,16459.191397251976,0.8627287147539503
6251,789267633,Existing Customer,54,F,2,College,Married,Less than $40K,Blue,43,3,4,1,2573.0,1760,813.0,0.676,4404,93,0.824,0.684,0.00012746,0.99987,50-60,8137.849969712914,0.13619581251237844,SEO,Conversion,1048.77,6205.967793556592,845.2268260690926,1893.9968260690925,-0.7672607834848165
6252,714523383,Existing Customer,43,F,3,Graduate,Single,$40K - $60K,Blue,33,3,2,2,2900.0,2122,778.0,0.631,4656,59,1.458,0.732,0.00011811,0.99988,40-50,5196.249035804848,0.08475727087165946,Social Media,Conversion,770.22,6205.967793556592,526.000893299271,1296.220893299271,-0.7505468109077073
6253,713996283,Existing Customer,32,F,2,Post-Graduate,Single,Less than $40K,Blue,36,4,5,1,2352.0,2176,176.0,0.857,5209,93,0.755,0.925,0.00014256,0.99986,30-40,7351.7864862768765,0.199995,Referral,Awareness,190.07999999999998,6205.967793556592,1241.1625288723508,1431.2425288723507,-0.8053204440112669
6254,714557583,Existing Customer,58,F,2,College,Single,Less than $40K,Blue,36,6,4,0,2212.0,1902,310.0,0.691,4976,79,0.975,0.86,7.7964e-05,0.99992,50-60,3163.8414858215983,0.15018415307818422,Referral,Conversion,334.8,6205.967793556592,932.0380171057844,1266.8380171057845,-0.5995886574017765
6255,714014733,Attrited Customer,33,M,2,College,Single,$80K - $120K,Blue,36,4,3,2,9642.0,1431,8211.0,0.561,2172,33,0.571,0.148,0.99432,0.00568,30-40,5740.0351690289435,0.16707104251273563,Social Media,Awareness,8867.88,6205.967793556592,1036.8375090699617,9904.71750906996,0.7255499691904443
6256,779065458,Existing Customer,56,M,1,High School,Married,$120K +,Blue,37,4,1,3,9257.0,0,9257.0,0.722,4212,72,0.895,0.0,8.453e-05,0.99992,50-60,100.054813,0.021279648793594064,Email,Awareness,10275.27,6205.967793556592,132.06081507124014,10407.33081507124,103.01629369964681
6257,712733958,Attrited Customer,46,F,2,Unknown,Single,Less than $40K,Blue,36,6,3,3,1731.0,0,1731.0,0.529,2304,46,1.0,0.0,0.997,0.00299743,40-50,100.054813,0.199995,Referral,Consideration,1869.48,6205.967793556592,1241.1625288723508,3110.642528872351,30.089384264526593
6258,719231583,Existing Customer,61,M,1,Graduate,Unknown,$60K - $80K,Blue,49,6,2,2,16929.0,1838,15091.0,0.551,4799,79,0.519,0.109,0.00010684,0.99989,60+,6032.394496890288,0.15924214147037238,SEO,Conversion,22183.77,6205.967793556592,988.2516013421136,23172.021601342116,2.8412642961741548
6259,778801608,Existing Customer,50,M,2,College,Married,$80K - $120K,Blue,39,6,4,2,3606.0,1862,1744.0,0.689,3568,92,0.804,0.516,0.00021134,0.99979,40-50,4837.597354491224,0.14036058674088261,PPC,Consideration,2040.48,6205.967793556592,871.073280798624,2911.5532807986237,-0.39814063316048026
6260,720728133,Existing Customer,44,M,4,Uneducated,Single,$40K - $60K,Blue,33,4,3,3,1714.0,0,1714.0,0.849,4180,71,0.919,0.0,0.0003262,0.99967,40-50,836.661979804393,0.10178835330133018,Email,Awareness,1696.86,6205.967793556592,631.695242347215,2328.555242347215,1.7831493465158037
6261,718153233,Existing Customer,46,M,3,Uneducated,Married,$80K - $120K,Blue,36,3,2,2,23512.0,1562,21950.0,0.632,3764,60,0.538,0.066,0.00012144,0.99988,40-50,3137.1384316621597,0.10112316415929164,Social Media,Conversion,23706.0,6205.967793556592,627.5670999551002,24333.5670999551,6.756612476632844
6262,716122008,Attrited Customer,44,F,3,Unknown,Married,Less than $40K,Blue,35,3,3,2,1855.0,0,1855.0,0.988,2544,27,0.929,0.0,0.99515,0.00484967,40-50,4663.500980231611,0.02398103295079536,PPC,Conversion,1947.75,6205.967793556592,148.8255181488554,2096.5755181488553,-0.5504288458314573
6263,714960408,Attrited Customer,44,F,3,College,Single,Less than $40K,Blue,34,4,3,1,1605.0,890,715.0,0.742,2722,45,0.5,0.555,0.99095,0.00905,40-50,2518.6802329312695,0.0775651363219376,PPC,Conversion,729.3,6205.967793556592,481.36673791677134,1210.6667379167714,-0.5193249535659462
6264,772382283,Attrited Customer,46,F,3,Graduate,Married,Less than $40K,Blue,36,3,3,3,2302.0,1593,709.0,0.671,2689,49,0.324,0.692,0.99683,0.00317458,40-50,5275.645455561127,0.07557687353836745,SEO,Consideration,765.72,6205.967793556592,469.02764311680784,1234.747643116808,-0.7659532556693619
6265,817236708,Existing Customer,42,M,3,Uneducated,Married,$60K - $80K,Blue,25,6,2,3,13546.0,1720,11826.0,0.538,3943,73,0.698,0.127,0.00020424,0.9998,40-50,6981.882947882862,0.199995,Social Media,Conversion,8869.5,6205.967793556592,1241.1625288723508,10110.662528872352,0.4481283350558375
6266,714266883,Attrited Customer,54,F,4,Post-Graduate,Unknown,Less than $40K,Blue,44,5,3,3,2440.0,503,1937.0,0.415,2334,51,0.594,0.206,0.99733,0.00267072,50-60,1715.5968405488961,0.10709155432951652,Referral,Conversion,2556.8399999999997,6205.967793556592,664.6067371308956,3221.446737130895,0.8777411225006746
6267,792795933,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,30,5,6,2,2669.0,2397,272.0,0.807,3847,65,0.585,0.898,0.00013328,0.99987,30-40,1375.3219361399288,0.07747815163255659,Social Media,Consideration,244.79999999999998,6205.967793556592,480.8269137359403,725.6269137359403,-0.4723948664902897
6268,717219933,Attrited Customer,47,F,3,Unknown,Single,Less than $40K,Blue,35,4,3,6,2402.0,628,1774.0,0.689,1930,48,0.6,0.261,0.99944,0.00055875,40-50,3414.044463392376,0.04882234425463919,Email,Conversion,1862.6999999999998,6205.967793556592,302.98989605022354,2165.6898960502235,-0.36565269747592016
6269,719986758,Attrited Customer,46,F,2,Unknown,Single,$40K - $60K,Blue,33,5,3,6,3001.0,0,3001.0,0.74,2577,39,0.444,0.0,0.99942,0.00057979,40-50,5966.6615183417625,0.05839286373056567,PPC,Conversion,2970.99,6205.967793556592,362.38423168542937,3333.374231685429,-0.44133344560630766
6270,712326708,Existing Customer,42,F,2,Unknown,Married,Less than $40K,Blue,31,6,2,3,2552.0,2220,332.0,0.782,4437,61,1.033,0.87,0.00021042,0.99979,40-50,6576.061244234795,0.14290862374363553,Email,Consideration,308.76,6205.967793556592,886.886316374499,1195.6463163744988,-0.8181819980124552
6271,721505358,Existing Customer,41,F,3,Unknown,Married,Less than $40K,Blue,34,3,6,2,2679.0,2214,465.0,1.036,4682,81,0.841,0.826,0.00016195,0.99984,40-50,5067.906778791955,0.010018,SEO,Retention,474.29999999999995,6205.967793556592,62.17138535584995,536.4713853558499,-0.8941433990852277
6272,804337233,Existing Customer,45,F,4,High School,Single,Less than $40K,Blue,35,3,2,2,1502.0,0,1502.0,0.739,4890,61,0.794,0.0,0.00011604,0.99988,40-50,100.054813,0.1108085421825985,SEO,Retention,1577.1,6205.967793556592,687.6742440361634,2264.7742440361635,21.635335334005006
6273,785351133,Existing Customer,61,F,1,Graduate,Unknown,$40K - $60K,Blue,55,4,3,3,1438.3,0,1438.3,0.573,4518,81,0.723,0.0,0.00028395,0.99972,60+,3072.4875629565195,0.0863007212926694,SEO,Retention,2373.1949999999997,6205.967793556592,535.57949690301,2908.7744969030095,-0.05328355695473542
6274,714034158,Existing Customer,46,F,4,Unknown,Married,Less than $40K,Blue,38,5,2,3,3331.0,1307,2024.0,0.617,3946,69,0.683,0.392,0.00022068,0.99978,40-50,7433.2471850833135,0.18094475919982794,Referral,Retention,2307.36,6205.967793556592,1122.937348006985,3430.297348006985,-0.5385196721439935
6275,720349983,Existing Customer,32,F,1,Unknown,Divorced,Less than $40K,Blue,19,3,2,1,1438.3,0,1438.3,0.686,4593,79,0.612,0.0,7.0819e-05,0.99993,30-40,1641.9026014117112,0.199995,PPC,Retention,819.831,6205.967793556592,1241.1625288723508,2060.993528872351,0.255247130432892
6276,720155583,Existing Customer,55,F,2,Unknown,Single,Less than $40K,Blue,39,3,2,3,2426.0,1589,837.0,0.87,5175,82,0.822,0.655,0.00021042,0.99979,50-60,6703.076069885149,0.15819764009754866,Referral,Conversion,979.29,6205.967793556592,981.769459462044,1961.0594594620438,-0.707438877462173
6277,806140383,Attrited Customer,59,M,2,High School,Single,$80K - $120K,Blue,54,3,2,2,2791.0,2396,395.0,0.889,2658,43,0.344,0.858,0.99104,0.00896,50-60,3687.2075909488976,0.05299137732039901,Email,Consideration,639.9,6205.967793556592,328.86278098660154,968.7627809866015,-0.737263835276144
6278,799031958,Existing Customer,49,M,2,Unknown,Unknown,$80K - $120K,Blue,43,5,2,2,18379.0,999,17380.0,0.466,4122,70,0.707,0.054,0.00012511,0.99987,40-50,100.054813,0.10629115314408472,SEO,Awareness,22420.2,6205.967793556592,659.6394731521813,23079.83947315218,229.6719565119989
6279,719556558,Existing Customer,46,M,2,Doctorate,Married,$120K +,Blue,34,6,3,1,3499.0,1759,1740.0,0.635,3972,67,0.558,0.503,0.00015697,0.99984,40-50,9064.108907118514,0.18446755651210373,SEO,Retention,1774.8,6205.967793556592,1144.7997146701964,2919.5997146701966,-0.6778944577356872
6280,771455508,Existing Customer,60,F,0,College,Single,Less than $40K,Blue,48,5,1,3,1438.3,0,1438.3,0.653,4104,83,0.729,0.0,7.7286e-05,0.99992,50-60,4802.658815958106,0.0833383497285182,Referral,Awareness,2071.1519999999996,6205.967793556592,517.1951143833397,2588.3471143833394,-0.4610595477274233
6281,712214283,Existing Customer,40,M,2,Graduate,Married,$120K +,Blue,28,6,3,3,18295.0,0,18295.0,0.625,4827,70,0.75,0.0,0.00030251,0.9997,30-40,100.054813,0.08091660156915867,Email,Awareness,15367.8,6205.967793556592,502.1658233022495,15869.96582330225,157.61271784399065
6282,712667058,Existing Customer,39,F,1,Graduate,Single,Less than $40K,Blue,29,4,1,3,1568.0,995,573.0,0.908,4531,76,0.81,0.635,8.6952e-05,0.99991,30-40,6571.526750981517,0.09854205898065484,PPC,Awareness,498.51,6205.967793556592,611.5488443446981,1110.0588443446982,-0.8310805256664442
6283,715393908,Existing Customer,57,F,2,Post-Graduate,Married,Less than $40K,Blue,36,3,0,1,2712.0,1445,1267.0,0.819,4520,79,0.881,0.533,1.4461e-05,0.99999,50-60,3028.9963513473185,0.05902572065882917,PPC,Awareness,1368.36,6205.967793556592,366.31172140016184,1734.6717214001617,-0.42731138628524007
6284,769100508,Existing Customer,55,F,5,High School,Single,Less than $40K,Blue,49,6,2,1,2177.0,1472,705.0,0.787,5228,77,0.674,0.676,6.889e-05,0.99993,50-60,6715.671779661824,0.1291064086287377,PPC,Consideration,1036.35,6205.967793556592,801.2302138917031,1837.580213891703,-0.7263743264736745
6285,720582558,Existing Customer,44,F,2,Uneducated,Married,Less than $40K,Blue,34,3,3,1,2296.0,0,2296.0,0.749,5108,87,0.74,0.0,0.00011153,0.99989,40-50,7853.146016966093,0.199995,SEO,Retention,2341.92,6205.967793556592,1241.1625288723508,3583.082528872351,-0.5437392197812968
6286,710773533,Existing Customer,43,F,3,Post-Graduate,Married,Less than $40K,Blue,35,5,3,3,2435.0,1595,840.0,0.691,5268,88,0.66,0.655,0.00036935,0.99963,40-50,6914.009060614657,0.14916051855168586,PPC,Retention,882.0,6205.967793556592,925.685374201963,1807.685374201963,-0.7385474392130376
6287,712395408,Attrited Customer,51,F,3,Graduate,Divorced,Less than $40K,Blue,41,5,3,3,1495.0,691,804.0,0.705,2552,42,0.556,0.462,0.99683,0.00317458,50-60,4108.050017491567,0.14669343104054944,Referral,Consideration,988.92,6205.967793556592,910.3747085639648,1899.2947085639648,-0.5376651451474534
6288,818459733,Attrited Customer,41,M,3,Doctorate,Single,$120K +,Blue,26,3,2,2,9220.0,0,9220.0,0.733,2276,32,0.6,0.0,0.99418,0.00582,40-50,2951.6546386514615,0.12666517430445795,SEO,Conversion,7191.599999999999,6205.967793556592,786.0799922986981,7977.6799922986975,1.7027823268454954
6289,708867408,Attrited Customer,52,M,2,High School,Married,$60K - $80K,Blue,40,3,4,2,23128.0,1958,21170.0,0.604,2050,35,0.667,0.085,0.99529,0.00470886,50-60,5637.939885296317,0.13692551200966543,Referral,Retention,25404.0,6205.967793556592,849.7553176482301,26253.75531764823,3.656622073271431
6290,772457583,Existing Customer,47,F,2,Doctorate,Single,Less than $40K,Blue,37,3,0,1,4254.0,1204,3050.0,0.538,5385,93,0.691,0.283,1.7785e-05,0.99998,40-50,6828.515134491986,0.051589803893466984,Referral,Conversion,3385.5,6205.967793556592,320.1646614387566,3705.6646614387564,-0.4573249691253056
6291,810271083,Attrited Customer,47,F,3,Unknown,Single,$40K - $60K,Blue,42,1,5,3,14897.0,0,14897.0,0.489,2164,53,0.606,0.0,0.99741,0.00258725,40-50,5341.065262007114,0.183158302476285,Social Media,Awareness,18770.219999999998,6205.967793556592,1136.6745262903214,19906.894526290318,2.727139353247581
6292,712649058,Existing Customer,54,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,2,3554.0,0,3554.0,0.929,4121,82,0.783,0.0,0.00011703,0.99988,50-60,5346.595116750268,0.19719740309823328,Email,Consideration,3838.3199999999997,6205.967793556592,1223.8007326006327,5062.120732600632,-0.053206644217066314
6293,788737083,Existing Customer,34,F,2,High School,Married,Less than $40K,Blue,13,6,2,2,1798.0,833,965.0,0.882,4551,84,0.787,0.463,0.00011065,0.99989,30-40,8945.001864008691,0.07211963844146108,Social Media,Consideration,376.34999999999997,6205.967793556592,447.5721534506534,823.9221534506534,-0.9078902200383205
6294,714012258,Existing Customer,44,F,2,College,Single,Less than $40K,Blue,34,3,2,1,2429.0,1687,742.0,0.766,4122,74,0.85,0.695,6.6734e-05,0.99993,40-50,7690.610650621526,0.1327138118026556,Email,Consideration,756.8399999999999,6205.967793556592,823.6176418074114,1580.4576418074112,-0.7944951690306042
6295,757662258,Existing Customer,46,F,4,Graduate,Divorced,$40K - $60K,Blue,39,3,1,1,2477.0,1480,997.0,0.826,5138,77,0.974,0.597,3.4833e-05,0.99997,40-50,5265.311468605833,0.1384884746719599,Social Media,Consideration,1166.49,6205.967793556592,859.455013592961,2025.945013592961,-0.6152278880988218
6296,714388158,Existing Customer,36,F,2,Uneducated,Divorced,Unknown,Blue,36,3,2,1,14304.0,699,13605.0,0.549,4746,73,0.521,0.049,7.0576e-05,0.99993,30-40,1979.6862404338917,0.05233071639284996,Referral,Retention,14693.4,6205.967793556592,324.7627405477709,15018.16274054777,6.586132809235574
6297,720067083,Existing Customer,30,F,0,High School,Single,Less than $40K,Blue,36,5,1,1,1536.0,801,735.0,0.944,3904,74,0.897,0.521,2.7707e-05,0.99997,18-30,862.5317693320976,0.16105590432986744,Referral,Retention,793.8,6205.967793556592,999.507755233289,1793.3077552332888,1.0791208150187195
6298,814529508,Existing Customer,39,F,3,High School,Unknown,Unknown,Blue,34,4,3,2,15370.0,686,14684.0,0.81,4106,71,1.029,0.045,0.00018145,0.99982,30-40,3089.653588726884,0.05897596998640621,PPC,Consideration,14977.68,6205.967793556592,366.00297032939716,15343.682970329397,3.966149935485771
6299,824812983,Existing Customer,42,M,3,Unknown,Single,$60K - $80K,Blue,38,5,1,1,6318.0,1397,4921.0,0.517,4166,86,0.755,0.221,3.7884e-05,0.99996,40-50,4617.192004100526,0.09347274204225542,Referral,Consideration,5609.94,6205.967793556592,580.0888266896604,6190.0288266896605,0.340647913535391
6300,713396358,Existing Customer,32,F,1,Graduate,Single,Unknown,Blue,13,5,1,3,3558.0,816,2742.0,0.77,4878,71,0.578,0.229,8.6952e-05,0.99991,30-40,3396.108215189857,0.06248161513498408,Social Media,Retention,1069.3799999999999,6205.967793556592,387.7588912171093,1457.1388912171092,-0.5709386159428819
6301,719420883,Attrited Customer,56,F,4,Graduate,Unknown,Less than $40K,Blue,44,5,3,3,1677.0,0,1677.0,0.835,2477,45,0.324,0.0,0.99686,0.00314112,50-60,4060.9625512097073,0.0910154888578584,PPC,Retention,2213.64,6205.967793556592,564.8391925666781,2778.4791925666777,-0.31580772845615
6302,785500533,Existing Customer,53,F,4,Unknown,Married,Less than $40K,Blue,47,3,2,2,2734.0,2085,649.0,0.764,4064,66,0.784,0.763,0.00013121,0.99987,50-60,3958.4311352051323,0.10832238619211614,PPC,Conversion,915.0899999999999,6205.967793556592,672.245240029472,1587.335240029472,-0.5989988998640964
6303,712138008,Existing Customer,52,F,2,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2396.0,1663,733.0,0.645,4569,70,0.667,0.694,0.00010848,0.99989,50-60,8199.648633481787,0.0822975123763054,PPC,Consideration,791.64,6205.967793556592,510.7357112971764,1302.3757112971764,-0.8411668878128314
6304,709279608,Existing Customer,45,M,4,High School,Married,$80K - $120K,Blue,35,5,2,3,9852.0,2277,7575.0,0.831,3813,71,0.614,0.231,0.00019517,0.9998,40-50,1910.4139818301196,0.0703537394404422,PPC,Awareness,7953.75,6205.967793556592,436.61304112365644,8390.363041123657,3.3919083093633664
6305,788771733,Existing Customer,49,M,4,High School,Single,$60K - $80K,Blue,30,5,3,3,1579.0,900,679.0,0.592,4354,70,0.707,0.57,0.00030842,0.99969,40-50,2342.248074670333,0.14454616435668738,SEO,Awareness,611.1,6205.967793556592,897.0488406797398,1508.1488406797398,-0.3561105431191319
6306,753365883,Attrited Customer,44,F,3,Unknown,Single,Unknown,Blue,37,3,2,3,1900.0,0,1900.0,0.864,2298,45,0.452,0.0,0.99544,0.00455805,40-50,5227.466754012123,0.1126859174391029,Social Media,Awareness,2109.0,6205.967793556592,699.3251744144497,2808.32517441445,-0.4627751248233118
6307,770717883,Existing Customer,42,F,2,College,Married,$40K - $60K,Blue,28,6,2,1,1820.0,0,1820.0,0.658,4592,67,0.811,0.0,6.6734e-05,0.99993,40-50,3067.0892548171787,0.199995,SEO,Consideration,1528.8,6205.967793556592,1241.1625288723508,2769.962528872351,-0.09687580023247112
6308,716919633,Existing Customer,58,F,1,Uneducated,Unknown,$40K - $60K,Blue,39,5,1,1,2406.0,0,2406.0,1.016,4450,73,0.698,0.0,3.2055e-05,0.99997,50-60,6320.402545694544,0.05577933405800409,SEO,Retention,2815.02,6205.967793556592,346.1647507100077,3161.184750710008,-0.49984439632513505
6309,717915783,Attrited Customer,60,M,0,Unknown,Married,$60K - $80K,Blue,47,5,1,3,4541.0,1037,3504.0,0.825,2829,44,0.467,0.228,0.98869,0.01131,50-60,2964.862598229836,0.10428387129284009,Email,Consideration,4940.639999999999,6205.967793556592,647.1823466307665,5587.822346630766,0.8846817218332351
6310,720099708,Existing Customer,51,F,4,Unknown,Single,Less than $40K,Blue,43,6,3,2,3124.0,2517,607.0,0.635,4716,68,0.581,0.806,0.00020735,0.99979,50-60,3777.9575783502323,0.12953228980530085,Email,Awareness,783.03,6205.967793556592,803.873218757336,1586.903218757336,-0.5799573748918831
6311,711004533,Existing Customer,44,F,2,Graduate,Single,Less than $40K,Blue,26,6,3,1,2240.0,1664,576.0,0.691,4399,80,0.6,0.743,0.00010848,0.99989,40-50,7114.4187058586285,0.034240132391488015,SEO,Consideration,449.28,6205.967793556592,212.49315886868848,661.7731588686885,-0.9069814153159517
6312,709482633,Existing Customer,43,F,4,Uneducated,Married,$40K - $60K,Blue,31,4,1,3,1773.0,882,891.0,0.68,5400,84,0.615,0.497,9.9893e-05,0.9999,40-50,5511.567685700656,0.0895683891249297,Email,Retention,828.63,6205.967793556592,555.8585382300582,1384.488538230058,-0.748803132396975
6313,717381183,Existing Customer,27,F,0,Graduate,Married,Less than $40K,Blue,36,3,2,2,1674.0,752,922.0,0.963,4513,57,0.966,0.449,9.7673e-05,0.9999,18-30,734.5777218303747,0.1086893770749585,Referral,Consideration,995.76,6205.967793556592,674.5227736289207,1670.2827736289207,1.2737999315675064
6314,719716983,Existing Customer,46,F,4,Graduate,Married,Unknown,Blue,39,4,3,3,3257.0,0,3257.0,0.757,4042,85,0.848,0.0,0.00031726,0.99968,40-50,7238.502788877684,0.08375643317272193,PPC,Consideration,3810.69,6205.967793556592,519.7897267730873,4330.479726773087,-0.4017437233806026
6315,780567408,Existing Customer,47,F,3,Graduate,Divorced,Less than $40K,Blue,38,5,1,2,3027.0,1671,1356.0,0.934,3912,77,0.925,0.552,5.7151e-05,0.99994,40-50,3048.2731418546396,0.15877219441459736,Email,Consideration,1545.84,6205.967793556592,985.3351250492971,2531.175125049297,-0.1696363786122946
6316,778810083,Existing Customer,45,F,3,Graduate,Single,Less than $40K,Blue,35,4,3,3,4210.0,0,4210.0,1.027,4175,58,0.933,0.0,0.0003139,0.99969,40-50,3370.1745469454777,0.11035248248394285,Email,Awareness,4420.5,6205.967793556592,684.8439522343673,5105.343952234367,0.514860397026481
6317,778696608,Existing Customer,46,M,3,Graduate,Divorced,$40K - $60K,Blue,27,5,2,3,10931.0,2297,8634.0,0.639,4802,73,0.872,0.21,0.00019864,0.9998,40-50,7432.258469932307,0.06757382491457428,Referral,Awareness,6993.54,6205.967793556592,419.36098110728005,7412.90098110728,-0.0026045230939342125
6318,771469758,Existing Customer,55,M,3,Graduate,Single,$120K +,Blue,43,5,1,3,34516.0,0,34516.0,0.813,4131,66,0.61,0.0,9.6126e-05,0.9999,50-60,4322.3188525438,0.07493306545969516,Referral,Awareness,44525.64,6205.967793556592,465.0321909153361,44990.672190915335,9.408920240679866
6319,714172158,Existing Customer,51,F,0,Doctorate,Single,$40K - $60K,Blue,36,3,2,1,2637.0,1009,1628.0,0.574,4525,83,0.729,0.383,8.5238e-05,0.99991,50-60,9997.914781,0.05530680649135259,Email,Consideration,1758.24,6205.967793556592,343.23225984980087,2101.472259849801,-0.7898089445767801
